CRIM;ZN;INDUS;NOX;RM;AGE;DIS;TAX;PTRATIO;B;LSTAT;CHAS_0;CHAS_1;RAD_1;RAD_2;RAD_3;RAD_4;RAD_5;RAD_6;RAD_7;RAD_8;RAD_24
0.014242348084542769;0.0;0.7008797653958945;0.4526748971193414;0.5152328032190076;0.9237899073120494;0.060817139375642246;0.41221374045801523;0.22340425531914887;0.8537999899137627;0.10402869757174393;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.08451950255524679;0.0;0.6466275659824048;0.6748971193415637;0.5472312703583061;0.9824922760041195;0.09597250134128711;0.91412213740458;0.8085106382978724;0.7662766654899389;0.4850993377483443;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.1781949127052886;0.0;0.6466275659824048;0.6049382716049384;0.4474037171872006;0.9526261585993822;0.07092908001345834;0.91412213740458;0.8085106382978724;0.018558676685662415;0.6252759381898454;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.04738761027889438;0.0;0.6466275659824048;0.7921810699588477;0.42958421153477666;0.8867147270854789;0.07048349989542509;0.91412213740458;0.8085106382978724;0.8894044076857129;0.35623620309050774;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.02054009739026286;0.0;0.7008797653958945;0.4526748971193414;0.8126077792680589;0.9814624098867148;0.08285062153879731;0.41221374045801523;0.22340425531914887;0.981617832467598;0.005242825607064017;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.23277405791712882;0.0;0.6466275659824048;0.5637860082304528;0.11055757808009192;1.0;0.004410333821349657;0.91412213740458;0.8085106382978724;0.9327247970144739;0.5963024282560707;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.12170276052974331;0.0;0.6466275659824048;0.6049382716049384;0.6171680398543783;0.9052523171987641;0.06273586192472423;0.91412213740458;0.8085106382978724;0.053583135811185637;0.6639072847682119;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.011038679607076014;0.0;0.28152492668621704;0.31481481481481477;0.43150028741138147;1.0;0.26967599959988725;0.22900763358778625;0.8936170212765959;0.994049119975793;0.5008278145695364;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0016259435215603304;0.0;0.3500733137829912;0.33333333333333337;0.4713546656447595;0.8208032955715756;0.14711418672534987;0.46755725190839686;0.5531914893617023;0.9939734731958243;0.23647902869757176;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.004078683707340057;0.0;0.3460410557184751;0.3271604938271605;0.5759724085073769;0.8692070030895983;0.22485427711445954;0.22328244274809156;0.6170212765957446;0.9969489132079278;0.20833333333333331;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.00023951926202440645;0.75;0.09127565982404694;0.08847736625514402;0.5813374209618701;0.1946446961894954;0.38842764779165034;0.12404580152671751;0.6063829787234043;0.9967976196479903;0.07146799116997793;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0014622926320682912;0.0;0.37133431085043994;0.21399176954732513;0.44644567924889833;0.19979402677651908;0.2560539788485846;0.17175572519083965;0.6382978723404256;0.9999999999999999;0.25220750551876375;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0023701279579111494;0.0;0.37133431085043994;0.21399176954732513;0.4303506418854187;0.5242018537590113;0.22942829342814797;0.17175572519083965;0.6382978723404256;0.9849715063795451;0.3945916114790287;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.00014825241980769222;0.17500000000000002;0.03372434017595308;0.0639917695473251;0.6788656830810501;0.5829042224510813;0.735961952914003;0.05534351145038163;0.6382978723404256;0.9907710928438146;0.17439293598233996;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.030658128346357214;0.0;0.7008797653958945;0.9999999999999999;0.3901130484767198;0.9474768280123584;0.03601924178632161;0.41221374045801523;0.22340425531914887;0.8864037520802865;0.5441501103752759;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0008505125554850697;0.0;0.4934017595307918;0.10699588477366251;0.469055374592834;0.4057672502574665;0.39766661513699314;0.1946564885496183;0.36170212765957444;0.9999999999999999;0.23923841059602652;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0008716433022051957;0.0;0.45344574780058655;0.10699588477366251;0.4431883502586701;0.34706488156539655;0.30672280369922433;0.4026717557251908;0.6489361702127658;0.9978818901608755;0.2033664459161148;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.002892102360933835;0.0;0.29692082111436957;0.2777777777777778;0.5112090438781375;0.9093717816683832;0.12871809328083372;0.37595419847328243;0.8829787234042552;0.9857027585859096;0.3813465783664459;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.001776668688324633;0.22;0.19794721407624635;0.09465020576131689;0.5502969917608737;0.47579814624098876;0.6089807127463195;0.2729007633587786;0.6914893617021276;0.9440465984164607;0.21495584988962468;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.0060492382365807396;0.0;0.7855571847507332;0.4917695473251028;0.49626365204062084;0.9783728115345005;0.049022906455455637;0.4770992366412213;0.9148936170212765;0.9999999999999999;0.461644591611479;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.05334445769736904;0.0;0.6466275659824048;0.6748971193415637;0.5679248898256372;0.8609680741503605;0.11877892860715293;0.91412213740458;0.8085106382978724;0.1275909022139291;0.4525386313465783;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0019699925412959983;0.0;0.25366568914956017;0.2222222222222222;0.5393753592642269;0.529351184346035;0.3101601360383381;0.19083969465648848;0.7446808510638299;0.9999999999999999;0.14183222958057395;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0013147145977942198;0.0;0.3500733137829912;0.33333333333333337;0.45066104617742864;0.9268795056642637;0.11128590784675683;0.46755725190839686;0.5531914893617023;0.9950829593020324;0.3995584988962472;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.09047410202194271;0.0;0.6466275659824048;0.40946502057613154;0.3575397585744394;0.9526261585993822;0.11823332029935711;0.91412213740458;0.8085106382978724;0.8882444903928589;0.4528145695364238;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0005786227878468533;0.0;0.07331378299120235;0.2119341563786007;0.6551063422111517;0.5715756951596292;0.1545344597113732;0.011450381679389277;0.5531914893617023;0.9999999999999999;0.09133554083885209;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0015536718718739421;0.125;0.27162756598240473;0.28600823045267487;0.5002874113814907;0.9598352214212151;0.43838718184215547;0.2366412213740458;0.2765957446808509;0.9999999999999999;0.4806843267108167;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0005635615109293168;0.0;0.45344574780058655;0.10699588477366251;0.5117838666411191;0.5231719876416066;0.35323591193881915;0.4026717557251908;0.6489361702127658;0.9735236270109435;0.29277041942604853;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0004554350303720765;0.0;0.10813782991202346;0.21399176954732513;0.5472312703583061;0.6508753861997939;0.17847757095181366;0.1583969465648855;0.5531914893617023;0.9880982399515861;0.19536423841059603;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0009741499033155941;0.0;0.9233870967741936;0.4032921810699587;0.4598582103851313;0.9268795056642637;0.08705180550882523;0.001908396946564861;0.6914893617021276;0.9525694689596046;0.4470198675496688;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.00010183221557677722;0.9;0.12060117302052788;0.01851851851851849;0.745928338762215;0.32234809474768283;0.47345160908983447;0.10877862595419846;0.35106382978723394;0.973372333451006;0.0380794701986755;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.026663518035541914;0.0;0.6466275659824048;0.40740740740740733;0.44261352749568894;0.4016477857878476;0.23592103229091838;0.91412213740458;0.8085106382978724;0.9340107922739422;0.320364238410596;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.000563336715751443;0.4;0.21810850439882698;0.12757201646090532;0.6125694577505268;0.30895983522142123;0.26807554856368615;0.1278625954198473;0.5319148936170215;0.9999999999999999;0.04966887417218542;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.00224525423660232;0.22;0.19794721407624635;0.09465020576131689;0.38934661812607774;0.7579814624098867;0.6206567305331503;0.2729007633587786;0.6914893617021276;0.9384487366987746;0.29718543046357615;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.0005447911135768645;0.33;0.06304985337243403;0.17901234567901225;0.58536118030274;0.568486096807415;0.2037301421309642;0.06679389312977096;0.6170212765957446;0.9910736799636896;0.1986754966887417;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.0012492992010329788;0.125;0.27162756598240473;0.28600823045267487;0.469055374592834;0.82389289392379;0.4635033509443571;0.2366412213740458;0.2765957446808509;0.9999999999999999;0.31843267108167767;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.05240548823939068;0.0;0.6466275659824048;0.6748971193415637;0.4627323242000384;0.8753861997940269;0.13194627576862572;0.91412213740458;0.8085106382978724;0.025619042816077464;0.4768211920529802;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.00028301712894296366;0.9500000000000001;0.03702346041055718;0.03703703703703709;0.6541483042728492;0.12770339855818746;0.5932399130664098;0.41030534351145037;0.46808510638297873;0.9999999999999999;0.0780905077262693;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0008225255558397966;0.6;0.045087976539589444;0.053497942386831254;0.5782716995593026;0.33985581874356335;0.8712182524165902;0.42748091603053434;0.6063829787234043;0.9341368702405567;0.10375275938189846;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0014078921990228605;0.0;0.3500733137829912;0.33333333333333337;0.5010538417321325;0.7167868177136972;0.14554101610453857;0.46755725190839686;0.5531914893617023;0.9909223864037521;0.2844922737306843;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0012023170088573797;0.3;0.16385630498533724;0.08847736625514402;0.6392029124353326;0.529351184346035;0.47345160908983447;0.215648854961832;0.4255319148936172;0.9857531897725553;0.266280353200883;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0010701374442676555;0.0;0.45344574780058655;0.10699588477366251;0.5207894232611611;0.737384140061792;0.26576580672735045;0.4026717557251908;0.6489361702127658;0.9413989611175552;0.282560706401766;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.00033528200779859435;0.8;0.16458944281524926;0.053497942386831254;0.5880436865299866;0.21112255406797117;0.36256581400212784;0.11068702290076332;0.7021276595744679;0.9999999999999999;0.08195364238410596;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.003748571988632558;0.22;0.19794721407624635;0.09465020576131689;0.48802452577122046;0.329557157569516;0.6298047631605271;0.2729007633587786;0.6914893617021276;0.9830551212870039;0.20502207505518766;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.05839560534419064;0.0;0.6466275659824048;0.7921810699588477;0.4916650699367694;0.8290422245108137;0.14486809919159038;0.91412213740458;0.8085106382978724;0.9962933077815321;0.26903973509933776;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.2031955084125099;0.0;0.6466275659824048;0.6049382716049384;0.5504885993485343;1.0;0.06411806963780702;0.91412213740458;0.8085106382978724;0.06790559281859901;0.7538631346578366;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0009481860602711838;0.45;0.1092375366568915;0.10699588477366251;0.6495497221689978;0.19155509783728117;0.4865189280615447;0.4026717557251908;0.2765957446808509;0.9515356296333654;0.09299116997792495;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.000488817114286318;0.21;0.18988269794721407;0.11111111111111105;0.4669476911285687;0.19052523171987643;0.5169729651083488;0.10687022900763354;0.44680851063829796;0.9999999999999999;0.184878587196468;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.005932344744086426;0.2;0.12866568914956011;0.5390946502057613;0.7585744395478061;0.8908341915550979;0.09186225208922517;0.14694656488549612;0.042553191489361764;0.9784910988955571;0.15259381898454746;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0011270106242696968;0.8;0.05315249266862171;0.057613168724279795;0.4550680206936194;0.17095777548918642;0.85988778655803;0.28053435114503816;1.0;0.947400272328408;0.10596026490066227;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0004377886089089926;0.0;0.42045454545454547;0.3868312757201645;0.4903238168231462;0.7600411946446962;0.10529330993279927;0.1641221374045801;0.8936170212765959;0.9999999999999999;0.20281456953642385;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0004396993679209189;0.0;0.10190615835777128;0.154320987654321;0.49492239892699763;0.3017507723995881;0.4313943020305722;0.46374045801526714;0.457446808510638;0.9285642241161934;0.2030905077262693;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.000264471526768385;0.0;0.06304985337243403;0.15020576131687247;0.5497221689978923;0.5746652935118435;0.44854458983895457;0.06679389312977096;0.6489361702127658;0.9929900650562308;0.09602649006622516;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.15631222611517515;0.0;0.6466275659824048;0.6748971193415637;0.5071852845372676;0.9485066941297631;0.09935527284962127;0.91412213740458;0.8085106382978724;0.2529376166221191;0.3708609271523179;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.008951231585341017;0.0;0.28152492668621704;0.31481481481481477;0.3630963786165934;0.34706488156539655;0.24251379934345135;0.22900763358778625;0.8936170212765959;0.7278985324524686;0.2748344370860927;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.00619827743951099;0.0;0.7855571847507332;0.4917695473251028;0.5315194481701476;0.9814624098867148;0.08921605179641535;0.4770992366412213;0.9148936170212765;0.9943769226889909;0.42025386313465785;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.002761271567411353;0.0;0.37133431085043994;0.21399176954732513;0.4257520597815675;0.7188465499485067;0.2932917458556502;0.17175572519083965;0.6382978723404256;0.9811639517877856;0.45060706401766;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.09285086143760114;0.0;0.6466275659824048;0.5823045267489712;0.4433799578463308;0.8928939237899073;0.0;0.91412213740458;0.8085106382978724;0.8763931615310908;0.19729580573951436;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0005248967403350438;0.0;0.10813782991202346;0.21399176954732513;0.6740754933895382;0.619979402677652;0.2077767370804499;0.1583969465648855;0.5531914893617023;0.9978818901608755;0.10954746136865343;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0011683729369984539;0.25;0.17118768328445746;0.13991769547325106;0.5547039662770646;0.6683831101956745;0.5543289472487702;0.1851145038167939;0.7553191489361701;0.9999999999999999;0.13796909492273732;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
0.029551124492918274;0.0;0.3460410557184751;0.3271604938271605;0.27054991377658555;0.35942327497425336;0.12638107102910823;0.22328244274809156;0.6170212765957446;0.882873569015079;0.3010485651214128;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0004254248741259401;0.7000000000000001;0.0652492668621701;0.030864197530864224;0.6342211151561602;0.45829042224510813;0.6090989278796752;0.3263358778625954;0.23404255319148937;0.9847697816329619;0.11975717439293598;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.024151207127625664;0.0;0.7008797653958945;0.9999999999999999;0.3960528836941942;1.0;0.035191735852831266;0.41221374045801523;0.22340425531914887;0.4260174491905795;0.41169977924944806;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.17176239869043322;0.0;0.6466275659824048;0.588477366255144;0.5916842306955356;0.9309989701338826;0.019578244778073836;0.91412213740458;0.8085106382978724;0.9145695698219779;0.5935430463576159;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
