Actual;Prediction;Prediction Probability;SHAP Precision;SHAP Recall;LIME Precision;LIME Recall;LINDA Precision;LINDA Recall;ACV Precision;ACV Recall;LIME SRCC;LIME KT-C;LIME KT-B;ACV SRCC;ACV KT-C;ACV KT-B;LINDA SRCC;LINDA KT-C;LINDA KT-B;SHAP SRCC;SHAP KT-C;SHAP KT-B;MAPE Correctness;SHAP Correlation;LIME Correlation;ACV Correlation;LINDA Correlation
0;0;0.9411764705882352;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;0.5;0.3333333333333333;0.7637626158259734;0.5;0.5345224838248488;-0.0645497224367902;-0.0625;-0.1825741858350553;-0.4364357804719848;-0.3333333333333333;-0.4454354031873739;0.7957908849252548;0.5833333333333334;0.6350528962771202;0.8888888888888891;0.7257747386024233;0.5345224838248488;0.31622776601683794;-0.3563483225498992
0;0;0.9411764705882352;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;0.6666666666666666;0.6666666666666666;0.8455943246644704;0.6666666666666666;0.7126966450997984;0.1249999999999999;0.125;0.1178511301977579;-0.2182178902359924;-0.1666666666666666;-0.1781741612749496;0.7957908849252548;0.5833333333333334;0.7257747386024233;0.7777777777777779;0.6350528962771202;0.44543540318737396;0.7378647873726218;0.0
0;0;0.9411764705882352;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;0.5;0.3333333333333333;0.7637626158259734;0.5;0.5345224838248488;-0.0645497224367902;-0.0625;-0.1825741858350553;-0.5182674893104818;-0.4166666666666667;-0.5345224838248488;0.7957908849252548;0.5833333333333334;0.6350528962771202;0.8888888888888891;0.7257747386024233;0.5345224838248488;0.4330127018922194;-0.445435403187374
1;0;0.9411764705882352;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;0.7910398521054723;0.5833333333333334;0.6236095644623236;0.7499999999999999;0.75;0.7071067811865476;-0.2454951265154914;-0.1666666666666666;-0.1781741612749496;0.7683498199278324;0.5;0.5443310539518174;0.7777777777777779;0.7257747386024233;0.5345224838248488;0.0;-0.3563483225498992
0;0;0.9411764705882352;1.0;0.3333333333333333;1.0;0.3333333333333333;0.2;0.3333333333333333;0.5;0.3333333333333333;0.7910398521054723;0.5833333333333334;0.5345224838248488;0.7499999999999999;0.75;0.7071067811865476;-0.1909406539564933;-0.1666666666666666;-0.2672612419124244;0.7957908849252548;0.5833333333333334;0.5443310539518174;0.8888888888888891;0.7257747386024233;0.5345224838248488;0.6254627916220947;-0.1781741612749496
1;0;0.6666666666666666;1.0;0.25;1.0;0.5;1.0;0.25;1.0;0.5;0.7637626158259734;0.5;0.4834937784152282;0.8053872662568291;0.75;0.7385489458759965;0.8878560065057218;0.703125;0.6446583712203041;0.7145508183667941;0.46875;0.492365963917331;0.7272727272727272;0.492365963917331;0.4834937784152282;0.36927447293799825;0.8864052604279183
0;0;0.9411764705882352;1.0;0.3333333333333333;1.0;0.3333333333333333;0.4;0.6666666666666666;0.5;0.3333333333333333;0.7910398521054723;0.5833333333333334;0.5345224838248488;0.4518480570575321;0.4375;0.4260064336151293;-0.3546040716334876;-0.25;-0.3563483225498992;0.4860988656686286;0.328125;0.5443310539518174;0.8888888888888891;0.7257747386024233;0.5345224838248488;0.835504418211084;-0.2672612419124244
1;0;0.9411764705882352;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;1.0;0.483196756951126;0.328125;0.6236095644623236;0.7499999999999999;0.75;0.7071067811865476;-0.2454951265154914;-0.1666666666666666;-0.1781741612749496;0.7957908849252548;0.5833333333333334;0.6350528962771202;0.7777777777777779;0.6350528962771202;0.2672612419124244;0.9128709291752769;0.0
0;0;0.9411764705882352;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;0.3333333333333333;0.5;0.3333333333333333;0.7637626158259734;0.5;0.5345224838248488;0.7499999999999999;0.75;0.7071067811865476;-0.1363861813974952;-0.0833333333333333;0.0;0.7957908849252548;0.5833333333333334;0.6350528962771202;0.8888888888888891;0.7257747386024233;0.5345224838248488;0.6599663291074445;0.0890870806374748
0;0;0.9411764705882352;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;1.0;0.5923057020691221;0.421875;0.6236095644623236;0.7499999999999999;0.75;0.7071067811865476;-0.0545544725589981;0.0;0.0;0.7957908849252548;0.5833333333333334;0.6350528962771202;0.7777777777777779;0.7257747386024233;0.5345224838248488;0.7715167498104596;0.0
0;0;0.6666666666666666;1.0;0.5;1.0;0.25;1.0;0.75;0.5;0.25;0.4439280032528609;0.234375;0.4029114820126901;-0.1800900675562992;-0.1875;-0.2752409412815901;0.4312443460170649;0.3125;0.4029114820126901;0.7683498199278324;0.5;0.6564879518897745;0.7272727272727272;0.5744269579035527;0.40291148201269017;-0.39167472590032015;0.3223291856101521
0;0;0.9411764705882352;1.0;0.3333333333333333;1.0;0.3333333333333333;0.375;1.0;1.0;0.6666666666666666;0.7910398521054723;0.5833333333333334;0.5345224838248488;0.968245836551854;0.9375;0.9128709291752768;0.0;0.0;0.0;0.7683498199278324;0.5;0.6350528962771202;0.8888888888888891;0.7257747386024233;0.6236095644623236;0.6735753140545635;0.0
0;0;0.8;1.0;0.25;1.0;0.25;1.0;0.25;1.0;0.5;0.7102848052045776;0.46875;0.4834937784152282;0.6393620130910059;0.6875;0.5863019699779287;-0.2409894874801244;-0.15625;-0.0805822964025379;0.7655901625358508;0.546875;0.6564879518897745;0.6363636363636362;0.90267093384844;0.7252406676228422;0.4923659639173309;-0.08058229640253801
1;0;0.9411764705882352;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;1.0;1.0;0.7910398521054723;0.5833333333333334;0.7126966450997984;0.968245836551854;0.9375;0.9128709291752768;-0.5182674893104818;-0.4166666666666667;-0.4454354031873739;0.8506730149201001;0.6666666666666666;0.7257747386024233;0.7777777777777779;0.6350528962771202;0.3563483225498992;0.9128709291752769;-0.2672612419124244
0;0;0.9411764705882352;1.0;0.3333333333333333;1.0;0.3333333333333333;0.5;0.6666666666666666;0.5;0.3333333333333333;0.7637626158259734;0.5;0.5345224838248488;0.4518480570575321;0.4375;0.4260064336151293;-0.027277236279499;0.0;-0.0890870806374748;0.7957908849252548;0.5833333333333334;0.6350528962771202;0.8888888888888891;0.7257747386024233;0.5345224838248488;0.7372097807744857;0.0
0;0;0.9411764705882352;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;0.3333333333333333;0.5;0.3333333333333333;0.483196756951126;0.328125;0.5345224838248488;0.7499999999999999;0.75;0.7071067811865476;-0.027277236279499;0.0;0.0890870806374748;0.7957908849252548;0.5833333333333334;0.5443310539518174;0.8888888888888891;0.7257747386024233;0.3563483225498992;0.5143444998736397;0.1781741612749496
0;0;0.9411764705882352;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;0.3333333333333333;0.5;0.3333333333333333;0.7637626158259734;0.5;0.5345224838248488;0.3227486121839513;0.3125;0.3042903097250923;-0.1363861813974952;-0.0833333333333333;0.0;0.7957908849252548;0.5833333333333334;0.5443310539518174;0.8888888888888891;0.7257747386024233;0.44543540318737396;0.5657789498610037;0.0890870806374748
0;0;0.9411764705882352;1.0;0.3333333333333333;1.0;0.3333333333333333;0.375;1.0;0.5;0.3333333333333333;0.7637626158259734;0.5;0.5345224838248488;0.5809475019311124;0.5625;0.4260064336151293;0.0;0.0;0.0;0.7957908849252548;0.5833333333333334;0.6350528962771202;0.8888888888888891;0.7257747386024233;0.5345224838248488;0.5292377467571571;0.0
0;0;0.9411764705882352;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;1.0;0.7910398521054723;0.5833333333333334;0.7126966450997984;0.968245836551854;0.9375;0.9128709291752768;0.0818317088384971;0.0833333333333333;0.2672612419124244;0.7957908849252548;0.5833333333333334;0.7257747386024233;1.0;0.7257747386024233;0.3563483225498992;0.9128709291752769;0.2672612419124244
0;0;0.9411764705882352;1.0;0.3333333333333333;1.0;0.3333333333333333;0.375;1.0;1.0;0.6666666666666666;0.7637626158259734;0.5;0.5345224838248488;0.968245836551854;0.9375;0.9128709291752768;0.0;0.0;0.0;0.7957908849252548;0.5833333333333334;0.6350528962771202;0.8888888888888891;0.7257747386024233;0.6236095644623236;0.7378647873726218;0.0
1;0;0.8;1.0;0.25;1.0;0.25;1.0;0.25;1.0;0.5;0.7102848052045776;0.46875;0.4834937784152282;0.1162476387438192;0.125;0.1066003581778052;0.2536731447159205;0.234375;0.1611645928050759;0.7655901625358508;0.546875;0.6564879518897745;0.6363636363636362;0.90267093384844;0.7252406676228422;0.4652421051992355;0.0
1;0;0.8;1.0;0.25;1.0;0.25;1.0;0.25;1.0;0.5;0.7610194341477616;0.546875;0.4834937784152282;0.2401200900750657;0.25;0.3302891295379082;-0.6595501762613933;-0.46875;-0.4029114820126901;0.7655901625358508;0.546875;0.5744269579035527;0.6363636363636362;0.90267093384844;0.7252406676228422;0.7756315349925287;-0.2417468892076141
0;0;0.9411764705882352;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;0.6666666666666666;0.7637626158259734;0.5;0.6236095644623236;0.721687836487032;0.625;0.6804138174397718;-0.3000495990744895;-0.25;-0.1781741612749496;0.8506730149201001;0.6666666666666666;0.6350528962771202;1.0;0.7257747386024233;0.6236095644623236;0.8485281374238571;-0.1781741612749496
0;0;0.9411764705882352;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;0.3333333333333333;0.5;0.3333333333333333;0.7910398521054723;0.5833333333333334;0.5345224838248488;0.3227486121839513;0.3125;0.3042903097250923;-0.2454951265154914;-0.1666666666666666;-0.0890870806374748;0.7957908849252548;0.5833333333333334;0.6350528962771202;0.8888888888888891;0.7257747386024233;0.5345224838248488;0.32357511446471704;0.0
0;0;0.9411764705882352;1.0;0.3333333333333333;1.0;0.3333333333333333;0.375;1.0;0.5;0.3333333333333333;0.7637626158259734;0.5;0.5345224838248488;0.4518480570575321;0.4375;0.4260064336151293;0.0;0.0;0.0;0.7683498199278324;0.5;0.5443310539518174;0.8888888888888891;0.7257747386024233;0.5345224838248488;0.7698003589195012;0.0
1;0;0.6666666666666666;1.0;0.25;1.0;0.5;1.0;0.25;0.0;0.0;0.7356521196761695;0.546875;0.4834937784152282;-0.1800900675562992;-0.1875;-0.1651445647689541;0.507346289431841;0.46875;0.4029114820126901;0.7400704904513223;0.625;0.492365963917331;0.7272727272727272;0.492365963917331;0.40291148201269017;0.0;0.4834937784152282
0;0;0.8;1.0;0.25;1.0;0.25;0.0;0.0;1.0;0.5;0.7102848052045776;0.46875;0.4834937784152282;0.6393620130910059;0.6875;0.5863019699779287;-0.6341828617898013;-0.46875;-0.4029114820126901;0.7655901625358508;0.546875;0.5744269579035527;0.6363636363636362;0.90267093384844;0.6446583712203041;0.26673253468463226;-0.2417468892076141
0;0;0.9411764705882352;1.0;0.3333333333333333;1.0;0.3333333333333333;0.3333333333333333;0.6666666666666666;0.5;0.3333333333333333;0.7637626158259734;0.5;0.5345224838248488;-0.1936491673103708;-0.1875;-0.1825741858350553;-0.4364357804719848;-0.3333333333333333;-0.4454354031873739;0.7957908849252548;0.5833333333333334;0.3736323588785367;0.8888888888888891;0.7257747386024233;0.5345224838248488;0.3785166493051126;-0.3563483225498992
1;1;0.8604651162790697;1.0;0.25;1.0;0.25;1.0;0.5;1.0;0.5;0.8455943246644704;0.6666666666666666;0.5640760748177661;0.4802401801501314;0.5;0.4403855060505441;0.4391891891891891;0.3515625;0.409090909090909;0.6124721300286806;0.46875;0.4103049699311091;0.6363636363636362;0.4103049699311091;0.40291148201269017;-0.04545454545454545;0.5909090909090909
0;1;0.5964912280701754;1.0;0.5;0.0;0.0;1.0;0.5;0.0;0.0;0.483196756951126;0.328125;0.3668996928526714;0.2213133340689952;0.1875;0.2148344622118298;-0.1091089451179962;-0.046875;-0.0524142418360959;0.5958631256583189;0.421875;0.5871365639519861;0.8461538461538463;0.4803844614152614;0.4717281765248633;0.0;0.05241424183609592
1;1;0.8627450980392157;1.0;0.5;1.0;0.5;0.0;0.0;0.5;0.5;0.6546536707079772;0.515625;0.5765566601970551;0.2213133340689952;0.1875;0.2148344622118298;-0.4285714285714285;-0.28125;-0.3922322702763681;0.658585559938142;0.515625;0.5871365639519861;1.0;0.5871365639519861;0.5765566601970551;0.4003203845127179;-0.3922322702763681
0;1;0.5964912280701754;1.0;0.5;1.0;0.5;0.25;1.0;0.0;0.0;0.4052617961525573;0.328125;0.3668996928526714;-0.4426266681379905;-0.375;-0.4296689244236597;0.0;0.0;0.0;0.7683498199278325;0.609375;0.6938886664887111;1.0;0.6938886664887111;0.6813851438692469;0.0;0.0
1;1;0.8627450980392157;1.0;0.5;0.0;0.0;1.0;0.5;0.0;0.0;0.545544725589981;0.421875;0.4717281765248633;0.2213133340689952;0.1875;0.2148344622118298;0.7325886315065459;0.515625;0.5765566601970551;0.7683498199278325;0.609375;0.6938886664887111;1.0;0.6938886664887111;0.3668996928526714;0.0;0.5765566601970551
0;1;0.7272727272727273;1.0;0.25;1.0;0.25;0.0;0.0;0.6666666666666666;0.5;0.7737030913835576;0.625;0.4834937784152282;0.1162476387438192;0.125;0.1066003581778052;-0.7863867486193535;-0.625;-0.6446583712203041;0.8166295067049074;0.625;0.7385489458759963;0.6363636363636362;0.492365963917331;0.5640760748177661;0.0;-0.6446583712203041
0;1;0.5964912280701754;1.0;0.5;0.0;0.0;1.0;0.5;0.0;0.0;0.483196756951126;0.328125;0.3668996928526714;0.2213133340689952;0.1875;0.2148344622118298;-0.1091089451179962;-0.046875;-0.0524142418360959;0.658585559938142;0.515625;0.5871365639519861;0.8461538461538463;0.4803844614152614;0.4717281765248633;0.0;0.05241424183609592
1;1;0.8627450980392157;1.0;0.5;1.0;0.5;0.3333333333333333;0.5;0.3333333333333333;0.5;0.5143707412705535;0.421875;0.4717281765248633;0.0714285714285714;0.0625;0.0693375245281536;0.4052617961525573;0.328125;0.3668996928526714;0.7683498199278325;0.609375;0.6938886664887111;1.0;0.6938886664887111;0.4717281765248633;0.3962969619506086;0.3668996928526714
0;1;0.6285714285714286;1.0;0.25;1.0;0.25;0.0;0.0;0.5;0.5;0.5834482328466172;0.390625;0.4029114820126901;0.0;0.0;0.0;0.3931933743096767;0.3125;0.3223291856101519;0.6124721300286806;0.46875;0.4103049699311091;0.9090909090909092;0.5744269579035527;0.40291148201269017;0.10660035817780521;0.2417468892076141
1;1;0.8627450980392157;1.0;0.5;1.0;0.5;0.3333333333333333;0.5;0.5;0.5;0.6546536707079772;0.515625;0.5765566601970551;0.0714285714285714;0.0625;0.0693375245281536;0.2649788667151336;0.234375;0.2620712091804796;0.658585559938142;0.515625;0.5871365639519861;1.0;0.5871365639519861;0.3668996928526714;0.4003203845127179;0.2620712091804796
1;1;0.5964912280701754;1.0;0.5;0.0;0.0;1.0;0.5;0.0;0.0;0.483196756951126;0.328125;0.3668996928526714;0.0714285714285714;0.0625;0.0693375245281536;-0.1091089451179962;-0.046875;-0.0524142418360959;0.658585559938142;0.515625;0.5871365639519861;0.8461538461538463;0.4803844614152614;0.4717281765248633;0.0;0.05241424183609592
1;1;0.8604651162790697;1.0;0.25;1.0;0.25;0.5;0.25;1.0;0.5;0.5580809183750252;0.46875;0.6446583712203041;0.4802401801501314;0.5;0.4403855060505441;0.520029946667637;0.390625;0.4029114820126901;0.4465942614792463;0.3125;0.4103049699311091;0.6363636363636362;0.32824397594488725;0.3223291856101521;0.4923659639173309;0.40291148201269017
0;1;0.8604651162790697;1.0;0.25;1.0;0.25;0.75;0.75;1.0;0.75;0.7102848052045776;0.546875;0.5640760748177661;0.6393620130910059;0.6875;0.5863019699779287;0.4819789749602489;0.3125;0.3223291856101519;0.7134676899329871;0.5833333333333334;0.492365963917331;0.7272727272727272;0.4103049699311091;0.3223291856101521;0.4290581651605165;0.5640760748177661
1;1;0.9166666666666666;1.0;0.3333333333333333;1.0;0.3333333333333333;0.375;1.0;1.0;0.6666666666666666;0.2727723627949904;0.25;0.2672612419124244;0.5809475019311124;0.5625;0.5477225575051662;0.0;0.0;0.0;0.5213802349510289;0.4166666666666667;0.5443310539518174;0.8888888888888891;0.4536092116265145;0.2672612419124244;0.5144957554275266;0.0
0;1;0.7272727272727273;1.0;0.25;1.0;0.25;0.0;0.0;0.0;0.0;0.7737030913835576;0.625;0.6446583712203041;0.9004503377814963;0.9375;0.8257228238447704;-0.5834482328466172;-0.46875;-0.4834937784152281;0.8931885229584926;0.703125;0.6564879518897745;0.6363636363636362;0.492365963917331;0.5640760748177661;0.0;-0.4834937784152282
1;1;0.5964912280701754;1.0;0.5;1.0;0.5;0.25;1.0;0.0;0.0;0.5143707412705535;0.421875;0.4717281765248633;-0.0714285714285714;-0.0625;-0.0693375245281536;0.0;0.0;0.0;0.7369886027879209;0.515625;0.6938886664887111;1.0;0.6938886664887111;0.5765566601970551;0.0;0.0
1;1;0.7272727272727273;1.0;0.25;1.0;0.25;0.0;0.0;0.0;0.0;0.7737030913835576;0.625;0.6446583712203041;0.5809475019311124;0.5625;0.8257228238447704;-0.2409894874801244;-0.234375;-0.241746889207614;0.8166295067049074;0.625;0.8206099398622182;0.6363636363636362;0.492365963917331;0.7252406676228422;0.0;-0.2417468892076141
1;1;0.6285714285714286;1.0;0.25;1.0;0.25;1.0;0.25;1.0;0.75;0.6722338334971895;0.46875;0.6446583712203041;0.5231143743471867;0.5625;0.5863019699779287;0.7863867486193535;0.625;0.6446583712203041;0.5741926219018879;0.46875;0.2461829819586655;0.7272727272727272;0.4103049699311091;0.40291148201269017;0.41871789467931186;0.5640760748177661
1;1;0.8604651162790697;1.0;0.25;1.0;0.25;1.0;0.25;1.0;0.5;0.7356521196761695;0.625;0.5640760748177661;0.8053872662568291;0.75;0.7385489458759965;0.6368471750147946;0.46875;0.5116817192534651;0.5869524579441523;0.390625;0.4103049699311091;0.6363636363636362;0.4103049699311091;0.4834937784152282;0.4923659639173309;0.8528028654224418
0;1;0.5964912280701754;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.483196756951126;0.328125;0.3668996928526714;0.2213133340689952;0.1875;0.2148344622118298;-0.3273268353539886;-0.234375;-0.2620712091804796;0.7683498199278325;0.609375;0.6938886664887111;0.8461538461538463;0.5871365639519861;0.2620712091804796;0.0;-0.15724272550828775
0;1;0.6285714285714286;1.0;0.25;1.0;0.25;0.5;1.0;0.3333333333333333;0.25;0.5453972611392292;0.390625;0.4834937784152282;-0.1800900675562992;-0.1875;-0.2752409412815901;0.0;0.0;0.0;0.7683498199278324;0.5833333333333334;0.6564879518897745;0.7272727272727272;0.32824397594488725;0.2417468892076141;0.0;0.0
1;1;0.8604651162790697;1.0;0.25;1.0;0.25;0.5;0.25;1.0;0.5;0.7102848052045776;0.546875;0.5640760748177661;0.8053872662568291;0.75;0.7385489458759965;0.5453972611392292;0.46875;0.4834937784152281;0.3827950812679254;0.3125;0.3282439759448872;0.7272727272727272;0.2461829819586655;0.2417468892076141;0.4923659639173309;0.40291148201269017
