Actual;Prediction;Prediction Probability;SHAP Precision;SHAP Recall;LIME Precision;LIME Recall;LINDA Precision;LINDA Recall;ACV Precision;ACV Recall;LIME SRCC;LIME KT-C;LIME KT-B;SHAP SRCC;SHAP KT-C;SHAP KT-B;LINDA SRCC;LINDA KT-C;LINDA KT-B;ACV SRCC;ACV KT-C;ACV KT-B;MAPE Correctness;LINDA Correlation;SHAP Correlation;LIME Correlation;ACV Correlation
1;0;0.5568154898578906;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.1904761904761904;0.0714285714285714;0.4285714285714285;0.3333333333333334;0.2142857142857142;0.2857142857142857;-0.261904761904762;-0.1428571428571428;-0.3571428571428571;-0.1259881576697424;-0.125;0.0;0.4285714285714285;-0.07142857142857142;0.7142857142857142;0.5714285714285714;0.0
0;0;0.95863846884195;1.0;1.0;1.0;1.0;0.125;1.0;0.0;0.0;-0.1428571428571428;0.0;0.0714285714285714;-0.0476190476190476;0.0;-0.0714285714285714;0.0;0.0;0.0;0.1091089451179961;0.125;-0.0944911182523068;0.2142857142857142;0.0;0.8571428571428571;0.7142857142857142;0.3857583749052298
1;0;0.8287554943623535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1904761904761904;0.1428571428571428;0.1428571428571428;0.6904761904761906;0.5;0.4285714285714285;-0.5952380952380953;-0.3571428571428571;-0.4999999999999999;0.2182178902359924;0.25;0.0;0.0;-0.42857142857142855;0.7857142857142856;0.42857142857142855;0.0
1;0;0.6406382900610652;0.5;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.5952380952380953;0.4285714285714285;0.1428571428571428;0.0952380952380952;0.0;-0.1428571428571428;-0.4285714285714286;-0.3571428571428571;-0.2142857142857142;-0.3779644730092273;-0.375;-0.2182178902359924;-0.2857142857142857;0.07142857142857142;0.7857142857142856;0.42857142857142855;0.0
0;0;0.9243748837798299;1.0;1.0;0.0;0.0;0.125;1.0;0.25;1.0;-0.3095238095238095;-0.2142857142857142;0.0;0.3809523809523809;0.2142857142857142;0.0714285714285714;0.0;0.0;0.0;0.2182178902359924;0.25;0.1889822365046136;-0.4285714285714285;0.0;0.8571428571428571;0.21428571428571427;0.07715167498104596
0;0;0.9168461104100284;0.0;0.0;0.0;0.0;0.125;1.0;0.5;1.0;0.0;0.0714285714285714;0.1428571428571428;0.7857142857142858;0.5;0.2857142857142857;0.0;0.0;0.0;0.5455447255899809;0.625;0.3779644730092272;-0.0714285714285714;0.0;0.5714285714285714;0.4999999999999999;0.37115374447904514
0;0;0.5671787963052011;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.1904761904761904;0.0;0.0714285714285714;0.0714285714285714;0.0714285714285714;0.0714285714285714;0.2142857142857143;0.1428571428571428;0.0;-0.1091089451179961;-0.125;-0.1889822365046136;-0.0714285714285714;-0.42857142857142855;0.8571428571428571;0.4999999999999999;0.0
0;0;0.7729603435278808;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2142857142857143;0.1428571428571428;0.0714285714285714;0.6428571428571429;0.4285714285714285;0.2857142857142857;-0.3809523809523809;-0.2142857142857142;-0.2857142857142857;0.1091089451179961;0.125;0.2834733547569204;-0.4285714285714285;-0.07142857142857142;0.5714285714285714;0.2857142857142857;0.0
0;0;0.8624701091420411;1.0;0.5;0.0;0.0;1.0;0.5;0.0;0.0;-0.2142857142857143;-0.1428571428571428;0.0714285714285714;0.0714285714285714;0.0714285714285714;0.1428571428571428;-0.523809523809524;-0.4285714285714285;-0.3571428571428571;0.2182178902359924;0.25;-0.1889822365046136;-0.2857142857142857;-0.21428571428571427;0.9285714285714284;0.4999999999999999;0.0
0;0;0.8636855804570004;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;-0.0952380952380952;0.0714285714285714;0.2142857142857142;0.523809523809524;0.4285714285714285;0.4999999999999999;-0.3809523809523809;-0.2857142857142857;-0.1428571428571428;0.1690308509457033;0.1875;0.14638501094227999;-0.2857142857142857;0.3571428571428571;0.5714285714285714;0.5714285714285714;0.0
1;0;0.7362113916446162;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1428571428571428;0.1428571428571428;0.1428571428571428;-0.2857142857142857;-0.2857142857142857;0.2857142857142857;-0.0952380952380952;-0.0714285714285714;0.0;0.5039526306789697;0.5;0.4364357804719848;0.2857142857142857;0.21428571428571427;0.5714285714285714;0.8571428571428571;0.0
0;0;0.9274931089930232;1.0;1.0;1.0;1.0;0.125;1.0;0.3333333333333333;1.0;0.2142857142857143;0.1428571428571428;0.0714285714285714;0.6190476190476191;0.5;0.3571428571428571;0.0;0.0;0.0;0.6546536707079771;0.75;0.7559289460184544;-0.0714285714285714;0.0;0.7857142857142856;0.8571428571428571;0.7010681840159741
1;0;0.8372119655945373;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;-0.261904761904762;-0.1428571428571428;0.0;0.2380952380952381;0.2142857142857142;0.4999999999999999;-0.261904761904762;-0.2142857142857142;-0.2142857142857142;0.50709255283711;0.5625;0.3415650255319865;0.0714285714285714;0.21428571428571427;0.7857142857142856;0.8571428571428571;0.0
0;0;0.8970434015277635;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;1.0;0.0476190476190476;0.0;0.0714285714285714;0.4523809523809524;0.3571428571428571;0.1428571428571428;-0.1428571428571428;-0.0714285714285714;-0.2142857142857142;0.0;0.0;0.1889822365046136;-0.2857142857142857;-0.5714285714285714;0.8571428571428571;0.3571428571428571;0.6172133998483676
0;0;0.7941491595081456;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0476190476190476;0.0714285714285714;0.0714285714285714;0.2380952380952381;0.1428571428571428;0.4999999999999999;-0.4761904761904762;-0.2857142857142857;-0.3571428571428571;0.4364357804719847;0.5;0.7559289460184544;-0.2142857142857142;-0.4999999999999999;0.7857142857142856;0.6428571428571428;0.0
0;0;0.8166816879292471;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.11904761904761901;0.0714285714285714;0.0;0.6904761904761906;0.5714285714285714;0.4285714285714285;-0.5476190476190477;-0.4285714285714285;-0.2857142857142857;0.0;0.0;0.5669467095138409;-0.3571428571428571;-0.07142857142857142;0.7142857142857142;0.6428571428571428;0.0
0;0;0.6604869975023062;1.0;1.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.5;0.0952380952380952;0.0714285714285714;0.0;-0.3095238095238095;-0.2142857142857142;-0.0714285714285714;-0.1904761904761904;-0.1428571428571428;-0.2142857142857142;0.1690308509457033;0.1875;-0.14638501094227999;0.3571428571428571;-0.42857142857142855;0.9285714285714284;0.6428571428571428;0.14638501094227999
0;0;0.7700876587592607;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1428571428571428;0.1428571428571428;0.0714285714285714;0.523809523809524;0.3571428571428571;0.3571428571428571;0.5000000000000001;0.3571428571428571;0.0;0.3944053188733077;0.4375;0.4391550328268399;-0.0714285714285714;-0.4999999999999999;0.6428571428571428;0.5714285714285714;0.0
0;0;0.7993237606382945;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.3571428571428572;0.2142857142857142;-0.0714285714285714;-0.4761904761904762;-0.2857142857142857;-0.2142857142857142;-0.0952380952380952;0.0;0.0714285714285714;-0.1091089451179961;-0.125;0.0;0.3571428571428571;0.2857142857142857;0.6428571428571428;0.7142857142857142;0.0
0;0;0.5790991543409342;0.5;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.3571428571428572;0.1428571428571428;0.2142857142857142;0.3571428571428572;0.2857142857142857;0.4999999999999999;-0.6190476190476191;-0.5;-0.2142857142857142;-0.5039526306789697;-0.5;0.1091089451179962;0.0;0.0;0.9285714285714284;0.7857142857142856;0.0
1;0;0.5968436387448859;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.4523809523809524;0.3571428571428571;0.4285714285714285;0.6428571428571429;0.5;0.4999999999999999;-0.1904761904761904;-0.1428571428571428;-0.0714285714285714;0.1690308509457033;0.1875;0.14638501094227999;-0.2142857142857142;-0.14285714285714285;0.7142857142857142;0.21428571428571427;0.24397501823713327
1;0;0.9172166812292744;1.0;1.0;1.0;1.0;0.125;1.0;0.25;1.0;0.1904761904761904;0.1428571428571428;-0.1428571428571428;0.7619047619047621;0.5714285714285714;0.4999999999999999;0.0;0.0;0.0;0.8728715609439694;1.0;0.7559289460184544;0.1428571428571428;0.0;0.8571428571428571;0.8571428571428571;0.20619652471058064
0;0;0.8943890905189184;1.0;1.0;1.0;0.5;1.0;0.5;0.0;0.0;-0.11904761904761901;-0.0714285714285714;0.1428571428571428;0.6904761904761906;0.5;0.2142857142857142;-0.6666666666666669;-0.5;-0.4999999999999999;-0.2182178902359924;-0.25;-0.0944911182523068;-0.2857142857142857;0.14285714285714285;0.7857142857142856;0.7857142857142856;0.0
0;0;0.961959384530655;1.0;1.0;1.0;1.0;0.125;1.0;0.0;0.0;0.1666666666666667;0.0714285714285714;-0.0714285714285714;0.261904761904762;0.2142857142857142;0.1428571428571428;0.0;0.0;0.0;-0.5455447255899809;-0.625;-0.3779644730092272;-0.1428571428571428;0.0;0.8571428571428571;0.7857142857142856;0.3086066999241838
0;0;0.7150434217097007;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;-0.0238095238095238;0.0;-0.1428571428571428;0.3333333333333334;0.1428571428571428;0.0714285714285714;-0.261904761904762;-0.2142857142857142;-0.1428571428571428;0.5455447255899809;0.625;0.6614378277661476;0.2142857142857142;0.2857142857142857;0.8571428571428571;0.9999999999999998;0.0
0;0;0.8522924780865696;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5952380952380953;0.4285714285714285;0.0714285714285714;-0.0952380952380952;-0.0714285714285714;-0.0714285714285714;-0.4285714285714286;-0.2857142857142857;-0.2142857142857142;-0.2182178902359924;-0.25;-0.1889822365046136;-0.2142857142857142;0.5714285714285714;0.7142857142857142;0.6428571428571428;0.0
0;0;0.7122752102921344;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1666666666666667;0.1428571428571428;0.1428571428571428;0.4523809523809524;0.3571428571428571;0.1428571428571428;-0.3333333333333334;-0.2142857142857142;-0.3571428571428571;0.2182178902359924;0.25;0.0944911182523068;-0.1428571428571428;-0.07142857142857142;0.6428571428571428;0.3571428571428571;0.0
0;0;0.8633606831983742;0.5;1.0;0.5;1.0;0.0;0.0;0.5;1.0;-0.0238095238095238;0.0;0.1428571428571428;0.5476190476190477;0.4285714285714285;0.2142857142857142;-0.6904761904761906;-0.5714285714285714;-0.5714285714285714;0.5455447255899809;0.625;0.472455591261534;0.4999999999999999;-0.3571428571428571;0.7857142857142856;0.6428571428571428;0.65033247714309
1;0;0.7730817789186627;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5476190476190477;0.3571428571428571;0.0;-0.0238095238095238;0.0714285714285714;0.2857142857142857;-0.6666666666666669;-0.5;-0.4999999999999999;0.3273268353539885;0.375;0.5669467095138409;0.0;-0.42857142857142855;0.7142857142857142;0.6428571428571428;0.0
0;0;0.9774158055009916;1.0;1.0;1.0;1.0;0.125;1.0;0.0;0.0;0.0952380952380952;0.0714285714285714;0.1428571428571428;-0.261904761904762;-0.2142857142857142;-0.0714285714285714;0.0;0.0;0.0;-0.1091089451179961;-0.125;0.3779644730092272;0.0714285714285714;0.0;0.8571428571428571;0.6428571428571428;0.08058229640253801
0;0;0.9667319475851696;1.0;1.0;1.0;1.0;0.125;1.0;0.3333333333333333;1.0;0.0952380952380952;0.0714285714285714;0.0714285714285714;0.5476190476190477;0.3571428571428571;0.2142857142857142;0.0;0.0;0.0;-0.4364357804719847;-0.5;-0.3779644730092272;-0.1428571428571428;0.0;0.9285714285714284;0.8571428571428571;0.5400617248673216
0;0;0.7992932306022287;1.0;1.0;0.5;1.0;0.0;0.0;0.25;1.0;0.0238095238095238;0.0;0.0714285714285714;0.0714285714285714;0.0;0.1428571428571428;-0.4285714285714286;-0.2857142857142857;-0.3571428571428571;0.2182178902359924;0.25;0.5669467095138409;0.2142857142857142;-0.42857142857142855;0.6428571428571428;0.5714285714285714;0.2834733547569204
0;0;0.9274305238713508;1.0;1.0;1.0;1.0;0.125;1.0;0.3333333333333333;1.0;-0.261904761904762;-0.1428571428571428;0.0714285714285714;-0.2380952380952381;-0.2857142857142857;-0.2142857142857142;0.0;0.0;0.0;-0.4364357804719847;-0.5;-0.0944911182523068;0.0;0.0;0.9999999999999998;0.4999999999999999;0.4157609203101499
1;0;0.6391225842334428;1.0;1.0;0.5;1.0;0.0;0.0;0.0;0.0;0.3095238095238095;0.2857142857142857;0.2857142857142857;-0.0952380952380952;-0.0714285714285714;0.0714285714285714;-0.5000000000000001;-0.4285714285714285;-0.4285714285714285;-0.0563436169819011;-0.0625;0.14638501094227999;0.3571428571428571;-0.3571428571428571;0.9999999999999998;0.6428571428571428;0.0
0;0;0.6409876610034245;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.3571428571428572;0.3571428571428571;0.0714285714285714;0.3333333333333334;0.2142857142857142;0.4285714285714285;-0.6190476190476191;-0.4285714285714285;-0.5714285714285714;0.8728715609439694;1.0;0.5669467095138409;-0.2142857142857142;-0.3571428571428571;0.7857142857142856;0.7142857142857142;0.24397501823713327
0;0;0.9226446775145244;0.0;0.0;0.0;0.0;0.125;1.0;0.3333333333333333;1.0;0.1904761904761904;0.1428571428571428;-0.1428571428571428;0.1904761904761904;0.1428571428571428;0.2857142857142857;0.0;0.0;0.0;-0.5455447255899809;-0.625;-0.3779644730092272;0.2142857142857142;0.0;0.7857142857142856;0.6428571428571428;0.4334607234315053
1;0;0.8200109047642048;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.1428571428571428;0.0;0.0;0.0;0.0;0.2142857142857142;-0.0476190476190476;-0.0714285714285714;-0.1428571428571428;0.2519763153394848;0.25;0.545544725589981;0.2857142857142857;0.3571428571428571;0.5714285714285714;0.7142857142857142;0.0
1;0;0.8827385691763775;1.0;1.0;1.0;1.0;0.125;1.0;0.0;0.0;0.3333333333333334;0.2142857142857142;0.0;-0.11904761904761901;-0.1428571428571428;-0.2142857142857142;0.0;0.0;0.0;-0.3944053188733077;-0.4375;-0.14638501094227999;-0.1428571428571428;0.0;0.9285714285714284;0.14285714285714285;0.0
0;0;0.8815616588999294;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1904761904761904;0.1428571428571428;0.1428571428571428;0.4523809523809524;0.3571428571428571;0.2142857142857142;-0.4047619047619048;-0.2857142857142857;-0.4285714285714285;-0.3273268353539885;-0.375;-0.2834733547569204;-0.2142857142857142;-0.8571428571428571;0.6428571428571428;0.7857142857142856;0.0
0;0;0.8201228219317429;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.2857142857142857;0.1428571428571428;0.0714285714285714;0.2857142857142857;0.2142857142857142;0.0714285714285714;-0.6666666666666669;-0.5;-0.4999999999999999;-0.2182178902359924;-0.25;0.5669467095138409;-0.0714285714285714;0.14285714285714285;0.6428571428571428;0.8571428571428571;0.264575131106459
1;1;0.8610396447570526;0.0;0.0;0.0;0.0;0.125;1.0;0.5;1.0;0.6428571428571429;0.5714285714285714;0.7142857142857142;0.8095238095238096;0.5714285714285714;0.8571428571428571;0.0;0.0;0.0;0.2817180849095055;0.3125;0.2439750182371333;0.0714285714285714;0.0;0.8571428571428571;0.9285714285714284;0.6546536707079772
1;1;0.9998674909805868;1.0;1.0;0.0;0.0;0.125;1.0;0.0;0.0;0.2380952380952381;0.1428571428571428;0.2857142857142857;0.8095238095238096;0.6428571428571429;0.7142857142857142;0.0;0.0;0.0;0.50709255283711;0.5625;0.4391550328268399;-0.2857142857142857;0.0;0.8571428571428571;0.7142857142857142;0.21428571428571427
0;1;0.878240798103574;1.0;1.0;0.0;0.0;0.125;1.0;0.0;0.0;0.7619047619047621;0.5714285714285714;0.4999999999999999;0.7380952380952381;0.5714285714285714;0.7857142857142856;0.0;0.0;0.0;0.3944053188733077;0.4375;0.4391550328268399;-0.1428571428571428;0.0;0.9999999999999998;0.8571428571428571;0.24397501823713327
1;1;0.9674353609141906;1.0;1.0;0.0;0.0;0.125;1.0;0.5;1.0;0.9285714285714288;0.8571428571428571;0.5714285714285714;0.7142857142857144;0.5;0.7142857142857142;0.0;0.0;0.0;0.4364357804719847;0.5;0.3779644730092272;-0.0714285714285714;0.0;0.8571428571428571;0.5714285714285714;0.49135381491199537
1;1;0.9509474825681328;1.0;1.0;1.0;1.0;0.125;1.0;1.0;1.0;0.7380952380952381;0.6428571428571429;0.7857142857142856;0.3333333333333334;0.2857142857142857;0.5714285714285714;0.0;0.0;0.0;0.5455447255899809;0.625;0.5669467095138409;-0.1428571428571428;0.0;0.7142857142857142;0.2857142857142857;0.4999999999999999
0;1;0.6772503716902647;1.0;1.0;0.0;0.0;0.0;0.0;0.3333333333333333;1.0;-0.4523809523809524;-0.3571428571428571;-0.0714285714285714;0.1428571428571428;0.0714285714285714;0.4285714285714285;-0.523809523809524;-0.4285714285714285;-0.2857142857142857;0.1690308509457033;0.1875;0.3415650255319865;-0.1428571428571428;-0.3571428571428571;0.8571428571428571;0.4999999999999999;-0.24397501823713327
1;1;0.8580252281216109;1.0;1.0;1.0;1.0;0.125;1.0;1.0;1.0;0.7142857142857144;0.5714285714285714;0.6428571428571428;0.0952380952380952;0.0714285714285714;0.2857142857142857;0.0;0.0;0.0;0.2519763153394848;0.25;0.3273268353539886;0.0714285714285714;0.0;0.8571428571428571;0.7857142857142856;0.4999999999999999
0;1;0.7629150398915892;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.4047619047619048;0.4285714285714285;0.2142857142857142;0.6666666666666669;0.5;0.4285714285714285;-0.2142857142857143;-0.1428571428571428;-0.2142857142857142;0.5455447255899809;0.625;0.0944911182523068;0.0;-0.42857142857142855;0.6428571428571428;0.14285714285714285;0.0
1;1;0.916350446770182;1.0;1.0;1.0;1.0;0.125;1.0;1.0;1.0;0.7619047619047621;0.6428571428571429;0.7142857142857142;0.4047619047619048;0.2857142857142857;0.4999999999999999;0.0;0.0;0.0;0.2182178902359924;0.25;0.3779644730092272;0.0;0.0;0.9999999999999998;0.7857142857142856;0.4999999999999999
1;1;0.8822326631988037;1.0;1.0;0.0;0.0;0.125;1.0;0.5;1.0;0.8095238095238096;0.6428571428571429;0.7142857142857142;0.6666666666666669;0.5;0.6428571428571428;0.0;0.0;0.0;0.0;0.0;0.0;0.0714285714285714;0.0;0.7142857142857142;0.5714285714285714;0.37115374447904514
1;1;0.9821960755861888;1.0;1.0;1.0;1.0;0.125;1.0;1.0;1.0;0.7142857142857144;0.5;0.5714285714285714;0.7619047619047621;0.5714285714285714;0.5714285714285714;0.0;0.0;0.0;0.1690308509457033;0.1875;0.2439750182371333;-0.5714285714285714;0.0;0.9285714285714284;0.7857142857142856;0.4999999999999999
1;1;0.9822845980495822;1.0;1.0;0.0;0.0;0.125;1.0;0.5;1.0;0.7619047619047621;0.5714285714285714;0.4999999999999999;0.7142857142857144;0.5714285714285714;0.6428571428571428;0.0;0.0;0.0;0.3273268353539885;0.375;0.1889822365046136;0.1428571428571428;0.0;0.9285714285714284;0.5714285714285714;0.5361109642475096
1;1;0.967403209221822;1.0;1.0;1.0;1.0;0.125;1.0;1.0;1.0;0.7142857142857144;0.6428571428571429;0.5714285714285714;0.6666666666666669;0.5;0.7142857142857142;0.0;0.0;0.0;0.1259881576697424;0.125;0.1091089451179962;-0.1428571428571428;0.0;0.8571428571428571;0.4999999999999999;0.4391550328268399
0;1;0.6389544474126101;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.3571428571428572;0.2142857142857142;0.5714285714285714;-0.11904761904761901;-0.1428571428571428;-0.0714285714285714;0.0476190476190476;0.0714285714285714;-0.0714285714285714;0.1259881576697424;0.125;0.0;0.0714285714285714;-0.2857142857142857;0.7142857142857142;0.2857142857142857;0.0
1;1;0.9068363267559184;1.0;1.0;1.0;1.0;0.125;1.0;1.0;1.0;0.3333333333333334;0.2142857142857142;0.4285714285714285;0.880952380952381;0.7142857142857143;0.5714285714285714;0.0;0.0;0.0;0.1091089451179961;0.125;0.2834733547569204;-0.0714285714285714;0.0;0.9999999999999998;0.2857142857142857;0.4999999999999999
1;1;0.9273939131534398;1.0;1.0;1.0;1.0;0.125;1.0;1.0;1.0;0.6666666666666669;0.5714285714285714;0.7142857142857142;0.7619047619047621;0.6428571428571429;0.5714285714285714;0.0;0.0;0.0;0.5455447255899809;0.625;0.5669467095138409;-0.2142857142857142;0.0;0.8571428571428571;0.7142857142857142;0.24397501823713327
1;1;0.99248555919153;1.0;1.0;0.0;0.0;0.125;1.0;0.5;1.0;0.6190476190476191;0.5;0.5714285714285714;0.4761904761904762;0.3571428571428571;0.1428571428571428;0.0;0.0;0.0;0.7559289460184545;0.75;0.4364357804719848;-0.0714285714285714;0.0;0.7142857142857142;0.14285714285714285;0.13750477455423168
1;1;0.6826395893118488;1.0;1.0;1.0;1.0;0.125;1.0;0.0;0.0;0.6428571428571429;0.4285714285714285;0.4999999999999999;0.0714285714285714;0.0714285714285714;0.4285714285714285;0.0;0.0;0.0;0.1259881576697424;0.125;0.0;0.4999999999999999;0.0;0.9285714285714284;0.9285714285714284;0.0
1;1;0.663013168184725;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3095238095238095;0.2857142857142857;0.3571428571428571;0.5714285714285715;0.3571428571428571;0.1428571428571428;-0.6190476190476191;-0.5;-0.2857142857142857;0.6197797868009122;0.6875;0.0487950036474266;-0.2142857142857142;-0.07142857142857142;0.9285714285714284;0.3571428571428571;0.0
0;1;0.6811408539828839;1.0;1.0;0.0;0.0;0.0;0.0;0.3333333333333333;1.0;0.6428571428571429;0.5;0.4285714285714285;0.4047619047619048;0.3571428571428571;0.4285714285714285;0.5000000000000001;0.2857142857142857;0.0714285714285714;-0.2182178902359924;-0.25;0.3779644730092272;-0.1428571428571428;0.14285714285714285;0.9285714285714284;0.9285714285714284;0.253546276418555
1;1;0.9192502601966378;1.0;1.0;1.0;1.0;0.125;1.0;1.0;1.0;0.6428571428571429;0.4285714285714285;0.4285714285714285;0.4047619047619048;0.3571428571428571;0.1428571428571428;0.0;0.0;0.0;0.6546536707079771;0.75;0.472455591261534;-0.1428571428571428;0.0;0.7142857142857142;0.8571428571428571;0.4999999999999999
0;1;0.8747043174432827;1.0;1.0;0.0;0.0;0.125;1.0;0.0;0.0;0.7619047619047621;0.5714285714285714;0.6428571428571428;0.6666666666666669;0.5;0.6428571428571428;0.0;0.0;0.0;0.0563436169819011;0.0625;0.5367450401216932;-0.5714285714285714;0.0;0.9285714285714284;0.8571428571428571;0.0
0;1;0.8197664500832788;1.0;1.0;1.0;1.0;0.125;1.0;0.0;0.0;0.8095238095238096;0.6428571428571429;0.6428571428571428;0.6190476190476191;0.5714285714285714;0.3571428571428571;0.0;0.0;0.0;0.4364357804719847;0.5;0.2834733547569204;0.3571428571428571;0.0;0.6428571428571428;0.6428571428571428;0.0
1;1;0.8442388587372014;1.0;1.0;0.0;0.0;0.125;1.0;0.3333333333333333;1.0;0.7380952380952381;0.5714285714285714;0.7142857142857142;0.880952380952381;0.7142857142857143;0.4285714285714285;0.0;0.0;0.0;0.3273268353539885;0.375;0.1889822365046136;0.2142857142857142;0.0;0.7857142857142856;0.42857142857142855;0.23145502494313788
