Actual;Prediction;SHAP Precision;SHAP Recall;LIME Precision;LIME Recall;ACV Precision;ACV Recall;SHAP Correlation;LIME Correlation;ACV Correlation
4;6.416666666666668;1.0;0.2;1.0;0.2;1.0;0.4;0.813157112614726;0.5543218625245872;0.6037383539249431
6;5.6020408163265305;1.0;0.5;1.0;0.5;0.0;0.0;0.5571524965427928;0.4640161686673094;-0.15974461276617433
6;6.145785876993166;1.0;0.2;1.0;0.2;0.5;0.2;0.7679817174694634;0.6396021490668313;0.19069251784911848
5;5.224025974025974;1.0;0.25;1.0;0.25;1.0;0.25;0.7839935320800403;0.6937459350943204;0.05970814340265321
5;6.145785876993166;1.0;0.2;1.0;0.2;0.5;0.2;0.7228063223242011;0.5116817192534651;0.553518724817331
6;5.224025974025974;1.0;0.25;1.0;0.25;0.0;0.0;0.7349939363250378;0.6012464770817443;0.05970814340265321
6;5.929166666666666;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;0.6873217490352687;0.5449492609130661;0.0
6;5.915989159891598;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;0.7423074889580903;0.6487491201346024;0.0
6;5.42638036809816;1.0;0.25;1.0;0.25;0.0;0.0;0.7839935320800403;0.6937459350943204;0.46203082772527304
6;6.437956204379562;1.0;0.3333333333333333;1.0;0.3333333333333333;0.5;0.3333333333333333;0.6873217490352687;0.6487491201346024;0.0
5;5.42638036809816;1.0;0.25;1.0;0.25;1.0;0.25;0.7349939363250378;0.6474962060880324;0.4327892114505485
5;5.929166666666666;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;0.6873217490352687;0.5968491905238342;0.0
5;6.437956204379562;1.0;0.3333333333333333;1.0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.7423074889580903;0.6487491201346024;0.7261081981828945
6;6.565874730021599;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;0.3333333333333333;0.6323360091124473;0.5968491905238342;-0.1632993161855452
5;6.145785876993166;1.0;0.2;1.0;0.2;0.5;0.2;0.5872801368884133;0.4690415759823429;0.25558282541117916
6;5.639344262295082;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;0.3333333333333333;0.6873217490352687;0.6487491201346024;0.5298129428260174
7;6.145785876993166;1.0;0.2;1.0;0.2;0.0;0.0;0.8583325077599886;0.4690415759823429;0.4749999999999999
6;6.145785876993166;1.0;0.4;1.0;0.2;1.0;0.2;0.813157112614726;0.6396021490668313;-0.023312620206007845
5;5.639344262295082;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;0.6873217490352687;0.6487491201346024;0.12022261795565764
5;5.224025974025974;1.0;0.25;1.0;0.25;1.0;0.25;0.7839935320800403;0.6012464770817443;-0.15512630699850574
5;5.36697247706422;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;0.3333333333333333;0.4123930494211612;0.5449492609130661;-0.06327719971683327
6;5.42638036809816;1.0;0.25;1.0;0.25;1.0;0.25;0.7349939363250378;0.5549967480754563;0.3233808333817773
6;6.565874730021599;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;0.3333333333333333;0.6873217490352687;0.6487491201346024;0.2970442628930023
5;5.639344262295082;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;0.3333333333333333;0.6323360091124473;0.5968491905238342;-0.08247860988423225
7;5.0625;1.0;0.5;1.0;0.5;0.0;0.0;0.5571524965427928;0.525884991156284;0.0
7;6.875;1.0;0.3333333333333333;1.0;0.3333333333333333;0.5;0.3333333333333333;0.5773502691896258;0.5968491905238342;0.3888888888888889
5;5.3902439024390265;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;0.6323360091124473;0.5449492609130661;0.1382602259640567
6;6.565874730021599;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;0.3333333333333333;0.6323360091124473;0.5968491905238342;-0.2449489742783178
5;5.224025974025974;1.0;0.25;1.0;0.25;1.0;0.25;0.7349939363250378;0.6937459350943204;0.19735935605211033
6;6.145785876993166;1.0;0.2;1.0;0.2;0.5;0.2;0.7228063223242011;0.5543218625245872;0.24596747752497686
6;5.915989159891598;1.0;0.3333333333333333;1.0;0.6666666666666666;0.0;0.0;0.7423074889580903;0.4930493313022979;0.0
4;5.915989159891598;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;0.5773502691896258;0.5449492609130661;0.0
5;5.929166666666666;1.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.6873217490352687;0.5449492609130661;0.0
5;5.639344262295082;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;0.3333333333333333;0.6873217490352687;0.6487491201346024;-0.20739033894608505
5;5.224025974025974;1.0;0.25;1.0;0.25;1.0;0.25;0.7839935320800403;0.6937459350943204;-0.11433239009500588
7;6.416666666666668;1.0;0.2;1.0;0.2;0.5;0.2;0.813157112614726;0.4690415759823429;-0.045643546458763846
4;4.961904761904762;1.0;0.5;1.0;0.5;0.0;0.0;0.5571524965427928;0.525884991156284;0.0
7;6.875;1.0;0.3333333333333333;1.0;0.3333333333333333;0.5;0.3333333333333333;0.6323360091124473;0.4930493313022979;0.10886621079036347
7;5.639344262295082;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;0.6323360091124473;0.5449492609130661;0.3535533905932738
6;6.875;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;0.6323360091124473;0.5968491905238342;0.4491476912354768
6;5.36697247706422;1.0;0.3333333333333333;1.0;0.3333333333333333;1.0;0.3333333333333333;0.6323360091124473;0.5968491905238342;0.16666666666666666
5;5.224025974025974;1.0;0.25;1.0;0.25;1.0;0.25;0.7349939363250378;0.6937459350943204;0.19735935605211033
8;6.416666666666668;1.0;0.2;1.0;0.2;0.0;0.0;0.813157112614726;0.7675225788801975;0.6674238124719146
7;5.915989159891598;1.0;0.3333333333333333;1.0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.7423074889580903;0.7006490497453707;0.07856742013183862
5;5.915989159891598;1.0;0.3333333333333333;1.0;0.6666666666666666;0.0;0.0;0.7423074889580903;0.5968491905238342;0.0
6;5.915989159891598;1.0;0.3333333333333333;1.0;0.6666666666666666;0.0;0.0;0.7423074889580903;0.4930493313022979;0.0
5;5.224025974025974;1.0;0.25;1.0;0.25;1.0;0.25;0.7349939363250378;0.6012464770817443;0.17149858514250882
6;5.885714285714287;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;0.6323360091124473;0.5449492609130661;-0.34815531191139565
5;6.145785876993166;1.0;0.2;1.0;0.4;0.5;0.2;0.8583325077599886;0.6396021490668313;0.09428090415820634
5;5.224025974025974;1.0;0.25;1.0;0.25;1.0;0.25;0.7839935320800403;0.5549967480754563;-0.20012511730970398
