Actual;Prediction;SHAP Precision;SHAP Recall;LIME Precision;LIME Recall;ACV Precision;ACV Recall;SHAP Correlation;LIME Correlation;ACV Correlation
1105;647.0;0.0;0.0;1.0;0.05263157894736842;1.0;0.05263157894736842;0.8127733735319093;0.7175761698978647;0.36645851608121105
432;648.0;1.0;0.08333333333333333;1.0;0.08333333333333333;1.0;0.08333333333333333;0.721059823560622;0.5999069405012651;0.4349950734509488
712;690.5;1.0;0.125;1.0;0.125;0.0;0.0;0.6191380502916254;0.5168594507876781;0.46160568030629795
681;690.5;1.0;0.125;1.0;0.125;0.0;0.0;0.6228904021115746;0.5199544175588621;0.46160568030629795
1635;924.0;1.0;0.14285714285714285;1.0;0.14285714285714285;0.0;0.0;0.5684445898244438;0.4984692192483491;0.5049933811628773
3682;1877.0;1.0;0.5;1.0;0.5;0.0;0.0;0.3377689316780997;0.24863787400591775;0.0
1099;924.0;1.0;0.14285714285714285;1.0;0.14285714285714285;0.0;0.0;0.5724336746653171;0.4984692192483491;0.5049933811628773
1313;1101.0;1.0;0.5;1.0;0.5;0.0;0.0;0.3377689316780997;0.2785942443680765;0.4052289801035824
232;248.5;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;0.4084224114038964;0.33195193618354896;0.3240127151188787
123;248.5;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;0.4084224114038964;0.33195193618354896;0.3240127151188787
322;283.5;1.0;0.1;1.0;0.1;0.0;0.0;0.6398751966868259;0.5641718485271202;0.43464287831857124
1412;595.5;1.0;0.05;1.0;0.05;1.0;0.05;0.8802423967762041;0.7218213892349439;0.35401695627187885
564;304.0;1.0;0.25;1.0;0.25;0.0;0.0;0.4516388891037407;0.3767967859604787;0.40841709274127025
246;314.5;1.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.0;0.5634728294529424;0.4541536341273439;0.32536257599915497
560;690.5;1.0;0.25;1.0;0.125;0.0;0.0;0.6078809948317777;0.5230493843300456;0.46160568030629795
109;248.5;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;0.4084224114038964;0.33195193618354896;0.3534004629549097
167;304.0;1.0;0.25;1.0;0.25;0.0;0.0;0.4672126439004214;0.3767967859604787;0.4405519509721598
434;409.0;1.0;0.09090909090909093;1.0;0.09090909090909093;1.0;0.09090909090909091;0.6787409296270106;0.5786256660913487;0.506482524677424
201;314.5;1.0;0.3333333333333333;1.0;0.16666666666666666;0.0;0.0;0.5249081491101555;0.4576879036536267;0.32536257599915497
496;924.0;1.0;0.14285714285714285;1.0;0.14285714285714285;0.0;0.0;0.5524882504609507;0.491888767509097;0.5464007612431787
779;690.5;1.0;0.125;1.0;0.125;0.0;0.0;0.6191380502916254;0.5199544175588621;0.46160568030629795
477;409.0;1.0;0.09090909090909093;1.0;0.09090909090909093;1.0;0.09090909090909091;0.6689748730856148;0.5893658176661302;0.46100147652645396
495;595.5;0.0;0.0;1.0;0.05;1.0;0.05;0.8368681337466519;0.7470746156804813;0.35401695627187885
1408;647.0;1.0;0.05263157894736842;1.0;0.05263157894736842;1.0;0.05263157894736842;0.8569882450520451;0.7089952889424342;0.36645851608121105
335;435.0;1.0;0.1111111111111111;1.0;0.1111111111111111;0.0;0.0;0.633287563351155;0.5399471083154108;0.4249487681844197
388;314.5;1.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.0;0.5377630425577511;0.4541536341273439;0.32536257599915497
512;480.0;1.0;0.05;1.0;0.05;1.0;0.05;0.8368681337466519;0.723925824772072;0.35401695627187885
424;435.0;1.0;0.1111111111111111;1.0;0.1111111111111111;0.0;0.0;0.633287563351155;0.5340781180076346;0.4249487681844197
1334;690.5;1.0;0.125;1.0;0.125;0.0;0.0;0.6191380502916254;0.5261443511012294;0.46160568030629795
422;435.0;0.5;0.1111111111111111;1.0;0.1111111111111111;0.0;0.0;0.6012674056536247;0.5340781180076346;0.4249487681844197
556;490.5;0.0;0.0;1.0;0.06666666666666668;1.0;0.06666666666666667;0.7408467060882958;0.6557958004465757;0.37162209437789123
1800;1101.0;1.0;0.5;1.0;0.5;0.0;0.0;0.3377689316780997;0.2785942443680765;0.4052289801035824
344;409.0;1.0;0.09090909090909093;1.0;0.09090909090909093;1.0;0.09090909090909091;0.6689748730856148;0.5813107039850439;0.46100147652645396
586;595.5;1.0;0.05;1.0;0.05;1.0;0.05;0.8802423967762041;0.7260302603092;0.35401695627187885
206;314.5;1.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.0;0.5334780780752193;0.4541536341273439;0.32536257599915497
90;314.5;1.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.0;0.5120532556625599;0.4612221731799096;0.36091548029770143
1537;690.5;1.0;0.125;1.0;0.125;0.0;0.0;0.6191380502916254;0.5230493843300456;0.46160568030629795
770;647.0;1.0;0.05263157894736842;1.0;0.05263157894736842;1.0;0.05263157894736842;0.8569882450520451;0.7132857294201495;0.36645851608121105
483;595.5;1.0;0.05;1.0;0.05;1.0;0.05;0.8802423967762041;0.7407613090690969;0.35401695627187885
354;483.5;1.0;0.0625;1.0;0.0625;1.0;0.0625;0.7926581093427849;0.6583781108261135;0.35407902105283073
1175;1101.0;1.0;0.5;1.0;0.5;0.0;0.0;0.3377689316780997;0.2785942443680765;0.4052289801035824
1407;1877.0;1.0;0.5;1.0;0.5;0.0;0.0;0.3377689316780997;0.2546291480783495;0.0
656;690.5;0.0;0.0;1.0;0.125;0.0;0.0;0.5778621802721837;0.5230493843300456;0.46160568030629795
582;490.5;0.0;0.0;1.0;0.06666666666666668;1.0;0.06666666666666667;0.7408467060882958;0.6534410578956005;0.37162209437789123
991;409.0;1.0;0.09090909090909093;1.0;0.09090909090909093;1.0;0.09090909090909091;0.6787409296270106;0.5759406281976533;0.46100147652645396
130;490.5;1.0;0.06666666666666668;1.0;0.06666666666666668;1.0;0.06666666666666667;0.7722506127047554;0.6534410578956005;0.37162209437789123
251;435.0;1.0;0.1111111111111111;1.0;0.1111111111111111;0.0;0.0;0.6368453586508805;0.5370126131615226;0.4249487681844197
522;690.5;1.0;0.125;1.0;0.125;0.0;0.0;0.5891192357320314;0.5261443511012294;0.46160568030629795
659;490.5;1.0;0.06666666666666668;1.0;0.06666666666666668;1.0;0.06666666666666667;0.7722506127047554;0.6699242557524264;0.37162209437789123
173;304.0;1.0;0.25;1.0;0.25;0.0;0.0;0.4672126439004214;0.3810785676191205;0.40841709274127025
17;304.0;1.0;0.25;1.0;0.25;0.0;0.0;0.4672126439004214;0.3767967859604787;0.40841709274127025
131;304.0;1.0;0.25;1.0;0.25;0.0;0.0;0.4672126439004214;0.3810785676191205;0.40841709274127025
189;304.0;1.0;0.25;1.0;0.25;0.0;0.0;0.4672126439004214;0.3810785676191205;0.40841709274127025
282;314.5;1.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.0;0.5377630425577511;0.4612221731799096;0.32536257599915497
374;648.0;1.0;0.08333333333333333;1.0;0.08333333333333333;1.0;0.08333333333333333;0.7273299089828883;0.6024927462792878;0.4349950734509488
683;690.5;1.0;0.125;1.0;0.125;0.0;0.0;0.6228904021115746;0.5168594507876781;0.46160568030629795
