Actual;Prediction;SHAP Precision;SHAP Recall;SHAP Correlation;LIME Precision;LIME Recall;LIME Correlation;ACV Precision;ACV Recall;ACV Correlation
17;18.09880588413901;1.0;1.0;0.8966565349544073;1.0;1.0;0.5127979695127689;1.0;1.0;0.33686076842660756
12;12.431725296086492;1.0;1.0;0.9189463019250254;1.0;1.0;0.5253243321268213;1.0;1.0;0.15037184168404627
11;11.334669924662258;1.0;1.0;0.9311043566362716;0.0;0.0;0.4940084255916903;1.0;1.0;0.15160467303050426
10;8.506443474826748;1.0;1.0;0.8905775075987842;1.0;1.0;0.550377057354926;1.0;1.0;0.19925504797070923
13;12.437147723809714;1.0;1.0;0.910840932117528;1.0;1.0;0.5989167124843789;1.0;1.0;0.05045708512720944
8;8.289832165969068;1.0;1.0;0.9088145896656536;1.0;1.0;0.6333642096730229;1.0;1.0;0.33686076842660756
13;12.160053533811073;1.0;1.0;0.9047619047619048;1.0;1.0;0.550377057354926;1.0;1.0;0.17299572043614667
11;10.549858175966433;1.0;1.0;0.9088145896656536;1.0;1.0;0.6490221629405883;1.0;1.0;0.21130923164302004
18;17.025593489927314;1.0;1.0;0.9007092198581559;1.0;1.0;0.5801271685633004;1.0;1.0;0.33686076842660756
8;6.674894456541784;1.0;1.0;0.8844984802431611;1.0;1.0;0.6333642096730229;0.5;1.0;0.19190793183874508
17;16.891673889622496;1.0;1.0;0.8986828774062817;1.0;1.0;0.5300217181070909;1.0;1.0;0.24031387783151317
13;12.834838040475535;1.0;1.0;0.9148936170212766;1.0;1.0;0.5034031975522296;1.0;1.0;0.05045708512720944
13;13.230187678451294;1.0;1.0;0.9351570415400204;1.0;1.0;0.6427589816335623;1.0;1.0;0.14055902285436916
10;10.284352528547052;1.0;1.0;0.922998986828774;1.0;1.0;0.6615485255546408;1.0;1.0;0.11525958089619275
14;12.62255500366564;1.0;1.0;0.8723404255319149;1.0;1.0;0.5127979695127689;1.0;1.0;0.14582036399447956
15;15.12792531781168;1.0;1.0;0.894630192502533;1.0;1.0;0.5456796713746563;1.0;1.0;0.19772216305101137
12;12.091425724334742;1.0;1.0;0.8885511651469098;1.0;1.0;0.5535086480084389;1.0;1.0;0.23659407095512372
17;15.403392292498655;1.0;1.0;0.922998986828774;1.0;1.0;0.4767846769973684;1.0;1.0;0.33686076842660756
17;16.271689472598215;1.0;1.0;0.8905775075987842;1.0;1.0;0.5488112620281694;1.0;1.0;0.08594194690069609
18;18.133151964292267;1.0;1.0;0.9209726443768996;1.0;1.0;0.6709432975151801;1.0;1.0;0.33686076842660756
11;10.18570335970793;1.0;1.0;0.8763931104356636;1.0;1.0;0.5394164900676301;1.0;1.0;0.23063877068780375
8;8.270263315265018;1.0;1.0;0.9250253292806484;1.0;1.0;0.6177062564054575;1.0;1.0;0.33686076842660756
9;8.955941565381126;1.0;1.0;0.9270516717325228;1.0;1.0;0.6427589816335623;1.0;1.0;0.33686076842660756
12;11.437320600294251;1.0;1.0;0.9027355623100304;0.0;0.0;0.5566402386619522;1.0;1.0;0.11464562395394774
13;13.242225642289133;1.0;1.0;0.9007092198581559;1.0;1.0;0.4063238872933237;1.0;1.0;0.2630976581633064
16;15.25930878865776;1.0;1.0;0.8966565349544073;1.0;1.0;0.6396273909800491;1.0;1.0;0.33686076842660756
10;11.816773794628553;0.0;0.0;0.9311043566362716;0.0;0.0;0.484613653631151;1.0;1.0;0.16249900818779126
11;10.560284760794907;1.0;1.0;0.8885511651469098;1.0;1.0;0.6004825078111354;1.0;1.0;0.33686076842660756
16;14.320005965012061;1.0;1.0;0.894630192502533;1.0;1.0;0.4877452442846642;1.0;1.0;0.21761102132997914
11;11.646512752847572;1.0;1.0;0.8763931104356636;0.0;0.0;0.5425480807211432;1.0;1.0;0.22877277935330145
8;7.691263199462067;1.0;1.0;0.9088145896656536;1.0;1.0;0.6364958003265361;0.0;0.0;0.233696456134091
10;10.363674225013312;1.0;1.0;0.8986828774062817;1.0;1.0;0.5785613732365438;1.0;1.0;0.19995848571126335
11;10.411060769009687;1.0;1.0;0.9209726443768996;1.0;1.0;0.6411931863068057;1.0;1.0;0.12028753012799373
15;15.139983526036472;1.0;1.0;0.9067882472137792;1.0;1.0;0.5582060339887087;1.0;1.0;0.18287308674632713
11;11.676887896015293;1.0;1.0;0.8986828774062817;0.0;0.0;0.4924426302649338;1.0;1.0;0.18020387545431943
16;15.275654956553405;1.0;1.0;0.8804457953394124;1.0;1.0;0.5112321741860123;1.0;1.0;0.33686076842660756
11;11.280770757357704;1.0;1.0;0.8824721377912867;0.0;0.0;0.5801271685633004;1.0;1.0;0.36955602818610234
10;10.228463552043328;1.0;1.0;0.8926038500506585;1.0;1.0;0.6302326190195098;1.0;1.0;0.33686076842660756
13;12.642267799672265;1.0;1.0;0.8966565349544073;1.0;1.0;0.4517319517692636;1.0;1.0;0.19468191221477185
16;15.983273152863465;1.0;1.0;0.8703140830800405;1.0;1.0;0.5174953554930386;1.0;1.0;0.24031387783151317
12;13.2530601871211;1.0;1.0;0.8986828774062817;1.0;1.0;0.4908768349381773;1.0;1.0;0.09602452582762339
10;9.338754465784033;1.0;1.0;0.8966565349544073;1.0;1.0;0.6380615956532926;1.0;1.0;0.33686076842660756
9;9.271270064469043;1.0;1.0;0.9047619047619048;1.0;1.0;0.6208378470589705;1.0;1.0;0.3075409081475943
12;11.143883584279981;1.0;1.0;0.9027355623100304;0.0;0.0;0.5049689928789861;1.0;1.0;0.1461336197024287
10;10.354977758056492;1.0;1.0;0.8885511651469098;1.0;1.0;0.5488112620281694;1.0;1.0;0.33686076842660756
15;15.262141313536118;1.0;1.0;0.9128672745694022;1.0;1.0;0.5268901274535779;1.0;1.0;0.17235412592468705
8;7.311166488806117;1.0;1.0;0.8905775075987842;1.0;1.0;0.5957851218308658;0.5;1.0;0.21162832351907518
10;11.39596010448926;1.0;1.0;0.8926038500506585;0.0;0.0;0.4673899050368291;1.0;1.0;0.18056483124693493
14;12.548122133057024;1.0;1.0;0.8885511651469098;1.0;1.0;0.43294240784818505;1.0;1.0;0.1482458037497248
15;13.95050505097162;1.0;1.0;0.9148936170212766;1.0;1.0;0.5472454667014129;0.0;0.0;0.33686076842660756
12;13.278868161281485;1.0;1.0;0.8966565349544073;1.0;1.0;0.5566402386619522;1.0;1.0;0.2630976581633064
11;11.761681817638044;1.0;1.0;0.9088145896656536;0.0;0.0;0.4016265013130541;1.0;1.0;0.18020387545431943
17;17.196161328937542;1.0;1.0;0.9148936170212766;1.0;1.0;0.5722981919295176;1.0;1.0;0.33686076842660756
18;17.35565147727489;1.0;1.0;0.9169199594731507;1.0;1.0;0.5816929638900569;1.0;1.0;0.33686076842660756
17;15.877398785656256;1.0;1.0;0.9148936170212766;1.0;1.0;0.6443247769603188;1.0;1.0;0.28010708619486135
14;12.384068143230627;1.0;1.0;0.8986828774062817;1.0;1.0;0.4204160452341327;1.0;1.0;0.15339642816062396
13;12.568398913293011;1.0;1.0;0.8986828774062817;1.0;1.0;0.4767846769973684;1.0;1.0;0.16308201826336055
10;9.689304013130648;1.0;1.0;0.8601823708206687;1.0;1.0;0.6819038648024759;1.0;1.0;0.27722964203826306
17;16.185852969920518;1.0;1.0;0.9189463019250254;1.0;1.0;0.619272051732214;1.0;1.0;0.33686076842660756
14;15.245046835734728;1.0;1.0;0.910840932117528;1.0;1.0;0.5973509171576223;1.0;1.0;0.1720210741624165
14;14.306663363921773;1.0;1.0;0.9067882472137792;1.0;1.0;0.5315875134338475;1.0;1.0;0.16114410147430092
11;9.141625114531355;1.0;1.0;0.9250253292806484;1.0;1.0;0.6364958003265361;1.0;1.0;0.1735872556915135
11;11.243919101860497;1.0;1.0;0.8723404255319149;0.0;0.0;0.5926535311773528;1.0;1.0;0.2931943794504686
17;17.141223988592557;1.0;1.0;0.9311043566362716;1.0;1.0;0.6772064788222062;1.0;1.0;0.33686076842660756
17;16.97963378767599;1.0;1.0;0.9250253292806484;1.0;1.0;0.5644692152957349;1.0;1.0;0.24031387783151317
17;17.15700555914331;1.0;1.0;0.8986828774062817;1.0;1.0;0.5425480807211432;1.0;1.0;0.18020387545431943
11;11.418334332954647;1.0;1.0;0.8763931104356636;0.0;0.0;0.4016265013130541;1.0;1.0;0.2740971037101471
11;10.5068922967908;1.0;1.0;0.9128672745694022;1.0;1.0;0.5942193265041094;1.0;1.0;0.16955161981209052
12;12.273456365911093;1.0;1.0;0.8804457953394124;1.0;1.0;0.550377057354926;1.0;1.0;0.13308662351547804
15;14.291866354689395;1.0;1.0;0.8986828774062817;1.0;1.0;0.6130088704251879;0.0;0.0;0.18320943670956552
11;11.495922572728555;1.0;1.0;0.8642350557244174;0.0;0.0;0.5237585368000647;1.0;1.0;0.19687379838136249
16;15.830848791913125;1.0;1.0;0.9209726443768996;1.0;1.0;0.6364958003265361;1.0;1.0;0.33686076842660756
10;10.276893589308974;1.0;1.0;0.9088145896656536;1.0;1.0;0.5550744433351956;1.0;1.0;0.30274251076325664
15;14.652276688077825;1.0;1.0;0.9007092198581559;1.0;1.0;0.5754297825830308;1.0;1.0;0.16815036675579223
17;17.265310645992177;1.0;1.0;0.8865248226950354;1.0;1.0;0.5065347882057427;1.0;1.0;0.24031387783151317
17;15.188549328941619;1.0;1.0;0.9169199594731507;1.0;1.0;0.6411931863068057;1.0;1.0;0.15450052266380923
13;13.57857011930495;1.0;1.0;0.9209726443768996;1.0;1.0;0.5550744433351956;0.0;0.0;0.15633556031668172
11;11.268729183580895;1.0;1.0;0.9128672745694022;0.0;0.0;0.5331533087606041;1.0;1.0;0.16889017765501596
14;12.316066889887654;1.0;1.0;0.8743667679837892;1.0;1.0;0.4626925190565594;1.0;1.0;0.1591517535198076
