transaction_date;house_age;distance_MRT;num_conv_stores;latitude;longitude
0.8187772925762147;0.0;0.048817126680451364;0.9;0.4418322830829311;0.7612680612462555
0.36353711790388843;0.4109589041095891;0.21524084187876652;0.1;0.23933591856524572;0.8123786931203085
0.6364628820961116;0.05251141552511416;0.024896576732764884;0.6000000000000001;0.4088705768298837;0.7260081949534651
0.6364628820961116;0.406392694063927;0.2722189728867981;0.30000000000000004;0.42704798836649616;0.445654518007359
0.7270742358077769;0.24657534246575347;0.035454321545507816;0.1;0.5153902084343258;0.6138667241750682
0.6364628820961116;0.14840182648401828;0.054571973135770994;0.6000000000000001;0.2679350460495016;0.6857882251456431
0.36353711790388843;0.31050228310502287;0.6456612198075445;0.0;0.08216190014542235;0.3267198619796545
0.5458515283839915;0.7579908675799089;0.015212508042368147;1.0;0.6023994183228751;0.7230968298467815
0.09061135371166529;0.7168949771689498;0.22026030301439178;0.30000000000000004;0.49418322830831585;0.4719646323053439
0.4541484716155537;0.4041095890410959;0.12596845172847232;0.0;0.37893843916629066;0.7994392926459568
0.7270742358077769;0.3744292237442922;0.04113794978433874;0.5;0.6054289869123295;0.7542592193228757
0.6364628820961116;0.9337899543378996;0.015310843012441705;0.8;0.43007755695589367;0.7415354755228236
0.09061135371166529;0.0;0.02861840917017388;0.6000000000000001;0.29217159476490906;0.6999137373300073
0.8187772925762147;0.4566210045662101;0.24791799948166013;0.30000000000000004;0.4138390693165661;0.4652792753934136
1.0;0.8082191780821918;0.045655511212711095;0.9;0.4682501211827912;0.7241751132196441
0.4541484716155537;0.8356164383561645;0.07199729489577496;0.8;0.46146388754243617;0.7700021565665338
0.8187772925762147;0.18264840182648404;0.016886337223860955;0.9;0.6169413475521424;0.7146862195384074
0.27292576419222314;0.4041095890410959;0.06624640844554246;0.8;0.4529810954920208;0.7695708432174797
0.8187772925762147;0.9155251141552513;0.015524466724368066;0.8;0.5365971885603926;0.7522104809143002
0.8187772925762147;0.3356164383561644;0.2620115957116462;0.2;0.3926320891904993;0.46323053698506556
0.6364628820961116;0.49543378995433796;0.17550946115134156;0.0;0.358458555501727;0.8257494069441691
0.27292576419222314;0.8721461187214613;0.08183818597512967;0.2;0.5321134270480457;0.6499892171661941
1.0;0.09132420091324202;0.3285556140082557;0.30000000000000004;0.3746970431411114;0.4238731938753517
