Actual;Prediction;Prediction Probability;SHAP Precision;SHAP Recall;LIME Precision;LIME Recall;LINDA Precision;LINDA Recall;ACV Precision;ACV Recall;SHAP SRCC;SHAP KT-C;SHAP KT-B;LIME SRCC;LIME KT-C;LIME KT-B;ACV SRCC;ACV KT-C;ACV KT-B;LINDA SRCC;LINDA KT-C;LINDA KT-B;MAPE Correctness;SHAP Correlation;LIME Correlation;ACV Correlation;LINDA Correlation
0;0;0.7976450326574405;1.0;1.0;1.0;1.0;0.25;1.0;0.0;0.0;0.6000000000000001;0.3333333333333333;0.6666666666666669;0.7999999999999999;0.6666666666666666;0.3333333333333334;0.8944271909999159;1.0;0.8164965809277261;0.0;0.0;0.0;0.6666666666666669;0.6666666666666669;1.0;0.2357022603955159;0.0
0;0;0.9613911698975248;0.0;0.0;1.0;1.0;0.25;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.6666666666666669;0.8944271909999159;1.0;0.8164965809277261;0.0;0.0;0.0;0.6666666666666669;0.6666666666666669;1.0;0.7071067811865477;0.0
0;0;0.6035535233705236;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.4;-0.3333333333333333;0.0;-1.0;-1.0;0.6666666666666669;0.0;0.0;0.8164965809277261;-0.4;-0.3333333333333333;0.0;0.6666666666666669;-0.6666666666666669;0.6666666666666669;0.2357022603955159;-0.3333333333333334
1;1;0.8690825274699159;1.0;1.0;1.0;1.0;0.25;1.0;0.5;1.0;0.7999999999999999;0.6666666666666666;1.0;1.0;1.0;1.0;0.8944271909999159;1.0;0.8164965809277261;0.0;0.0;0.0;1.0;1.0;1.0;0.9128709291752769;0.0
1;1;0.8320349760488915;1.0;1.0;0.5;1.0;0.25;1.0;0.5;1.0;0.7999999999999999;0.6666666666666666;1.0;0.7999999999999999;0.6666666666666666;0.6666666666666669;0.8944271909999159;1.0;0.8164965809277261;0.0;0.0;0.0;1.0;0.6666666666666669;0.3333333333333334;0.7071067811865477;0.0
1;1;0.8715554444241957;1.0;1.0;1.0;1.0;0.25;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8944271909999159;1.0;0.8164965809277261;0.0;0.0;0.0;1.0;1.0;1.0;0.9128709291752769;0.0
1;1;0.860967704098523;0.5;1.0;0.0;0.0;0.25;1.0;0.5;1.0;0.6000000000000001;0.3333333333333333;0.6666666666666669;1.0;1.0;0.6666666666666669;0.8944271909999159;1.0;0.8164965809277261;0.0;0.0;0.0;0.6666666666666669;1.0;0.6666666666666669;0.9128709291752769;0.0
1;1;0.895524853888952;1.0;1.0;1.0;1.0;0.25;1.0;0.5;1.0;0.7999999999999999;0.6666666666666666;0.6666666666666669;1.0;1.0;1.0;0.8944271909999159;1.0;0.8164965809277261;0.0;0.0;0.0;1.0;1.0;1.0;0.9128709291752769;0.0
1;1;0.8712212393280292;0.5;1.0;0.0;0.0;0.25;1.0;0.5;1.0;0.6000000000000001;0.3333333333333333;0.6666666666666669;1.0;1.0;1.0;0.8944271909999159;1.0;0.8164965809277261;0.0;0.0;0.0;0.6666666666666669;0.6666666666666669;0.6666666666666669;0.9128709291752769;0.0
1;1;0.8243974428002958;1.0;1.0;0.5;1.0;0.25;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8944271909999159;1.0;0.8164965809277261;0.0;0.0;0.0;1.0;1.0;1.0;0.9128709291752769;0.0
1;1;0.8563876070157979;0.5;1.0;1.0;1.0;0.25;1.0;0.5;1.0;0.7999999999999999;0.6666666666666666;0.6666666666666669;0.7999999999999999;0.6666666666666666;1.0;0.8944271909999159;1.0;0.8164965809277261;0.0;0.0;0.0;0.6666666666666669;0.6666666666666669;1.0;0.9128709291752769;0.0
1;1;0.8602382906534579;1.0;1.0;1.0;1.0;0.25;1.0;0.5;1.0;1.0;1.0;1.0;0.7999999999999999;0.6666666666666666;1.0;0.8944271909999159;1.0;0.8164965809277261;0.0;0.0;0.0;1.0;1.0;1.0;0.9128709291752769;0.0
1;1;0.85699527308423;1.0;1.0;1.0;1.0;0.25;1.0;0.5;1.0;0.7999999999999999;0.6666666666666666;0.6666666666666669;1.0;1.0;0.6666666666666669;0.8944271909999159;1.0;0.8164965809277261;0.0;0.0;0.0;1.0;0.6666666666666669;0.6666666666666669;0.7071067811865477;0.0
1;1;0.8748201202730544;1.0;1.0;1.0;1.0;0.25;1.0;0.5;1.0;0.7999999999999999;0.6666666666666666;1.0;1.0;1.0;1.0;0.8944271909999159;1.0;0.8164965809277261;0.0;0.0;0.0;1.0;1.0;1.0;0.9128709291752769;0.0
1;1;0.8649831257860943;1.0;1.0;1.0;1.0;0.25;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8944271909999159;1.0;0.8164965809277261;0.0;0.0;0.0;1.0;1.0;1.0;0.9128709291752769;0.0
1;1;0.8431565684019681;1.0;1.0;1.0;1.0;0.25;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8944271909999159;1.0;0.8164965809277261;0.0;0.0;0.0;1.0;1.0;1.0;0.9128709291752769;0.0
