Actual;Prediction;LIME Precision;LIME Recall;LIME Correlation;ACV Precision;ACV Recall;ACV Correlation;SHAP Precision;SHAP Recall;SHAP Correlation
38.5;38.619921257984146;0.0;0.0;0.3333333333333333;0.0;0.0;0.35805743701971643;0.0;0.0;0.4666666666666666
52.2;43.616782449256895;0.3333333333333333;1.0;0.6;0.5;1.0;0.36514837167011066;0.0;0.0;0.4666666666666666
19.2;13.061562446153395;1.0;1.0;0.7333333333333333;1.0;1.0;-0.8563488385776752;1.0;1.0;0.8666666666666666
41.0;42.42903371117599;0.0;0.0;0.4666666666666666;0.0;0.0;0.34641016151377546;0.0;0.0;0.4666666666666666
40.9;43.368468304397524;0.0;0.0;0.6;0.0;0.0;-0.36514837167011066;0.0;0.0;0.7333333333333333
19.0;26.33207641024589;0.0;0.0;0.2;0.0;0.0;0.3892494720807615;0.0;0.0;0.2
78.3;43.976594227378996;0.0;0.0;0.4666666666666666;0.0;0.0;0.36514837167011066;0.0;0.0;0.4666666666666666
25.7;29.271509987278318;1.0;1.0;0.6;1.0;1.0;0.18257418583505533;1.0;1.0;0.7333333333333333
25.3;32.95303399399974;0.0;0.0;0.2;0.0;0.0;0.25819888974716115;0.0;0.0;0.2
28.8;32.323285978288666;0.0;0.0;0.4666666666666666;0.0;0.0;-0.08606629658238703;0.0;0.0;0.06666666666666665
52.2;40.29618542851031;0.3333333333333333;1.0;0.6;0.0;0.0;0.25819888974716115;0.0;0.0;0.2
18.6;11.785891919826682;1.0;1.0;0.6;0.0;0.0;0.0;1.0;1.0;0.7333333333333333
31.9;27.08589479645301;0.0;0.0;0.2;0.5;1.0;-0.4303314829119352;0.0;0.0;0.06666666666666665
30.9;34.92025254762302;0.0;0.0;0.06666666666666665;1.0;1.0;-0.25819888974716115;0.0;0.0;0.2
31.3;36.136817653006396;1.0;1.0;0.7333333333333333;1.0;1.0;0.25819888974716115;1.0;1.0;0.4666666666666666
47.3;54.655096140742906;0.0;0.0;0.3333333333333333;0.5;1.0;0.7006490497453707;0.0;0.0;0.6
49.0;48.3223351279013;0.5;1.0;0.4666666666666666;0.0;0.0;-0.08606629658238703;0.0;0.0;0.6
57.4;46.87358537993521;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.3333333333333333
29.3;13.693901504570238;1.0;1.0;0.7333333333333333;0.0;0.0;0.36514837167011066;1.0;1.0;0.6
39.4;44.90056689282879;0.0;0.0;0.8666666666666666;0.0;0.0;0.18257418583505533;0.5;1.0;0.7333333333333333
117.5;41.747410093728135;0.5;1.0;0.6;0.0;0.0;0.4303314829119352;0.0;0.0;0.3333333333333333
37.0;38.26802645746733;0.0;0.0;0.4666666666666666;0.0;0.0;0.7302967433402213;0.0;0.0;-0.06666666666666665
48.0;43.3207878756476;1.0;1.0;0.3333333333333333;1.0;1.0;0.34641016151377546;0.0;0.0;0.4666666666666666
30.6;35.11574394306745;0.0;0.0;-0.2;0.5;1.0;0.3892494720807615;0.0;0.0;0.4666666666666666
39.6;41.03848178758171;0.0;0.0;0.3333333333333333;1.0;1.0;0.4303314829119352;0.0;0.0;0.2
47.7;44.448946128745916;0.0;0.0;0.06666666666666665;1.0;1.0;-0.0778498944161523;0.0;0.0;0.06666666666666665
23.0;33.58057227325157;1.0;1.0;0.6;1.0;1.0;-0.11547005383792515;1.0;1.0;0.4666666666666666
41.5;38.66935174639335;0.0;0.0;0.4666666666666666;0.0;0.0;-0.18257418583505533;0.0;0.0;0.6
46.7;46.30837652407223;1.0;1.0;0.7333333333333333;0.0;0.0;0.11547005383792515;1.0;1.0;0.7333333333333333
37.9;46.243620903464134;0.0;0.0;0.4666666666666666;0.0;0.0;0.5773502691896257;0.0;0.0;0.3333333333333333
29.3;15.91310888008944;1.0;1.0;0.6;1.0;1.0;0.7302967433402213;1.0;1.0;0.7333333333333333
36.8;36.922752406955055;0.0;0.0;-0.06666666666666665;1.0;1.0;-0.3892494720807615;0.0;0.0;-0.06666666666666665
21.8;22.243131149237552;1.0;1.0;0.6;1.0;1.0;0.34641016151377546;1.0;1.0;0.6
20.5;13.289670555894663;1.0;1.0;0.6;0.0;0.0;-0.11547005383792515;1.0;1.0;0.6
30.6;32.96647825717704;1.0;1.0;0.2;1.0;1.0;0.0;1.0;1.0;0.4666666666666666
21.8;30.05098446933453;1.0;1.0;0.8666666666666666;1.0;1.0;0.18257418583505533;1.0;1.0;0.7333333333333333
44.0;43.86481053584223;0.5;1.0;0.7333333333333333;1.0;1.0;-0.4303314829119352;0.0;0.0;0.4666666666666666
28.4;36.60008160925385;1.0;1.0;0.7333333333333333;0.0;0.0;0.0778498944161523;1.0;1.0;0.4666666666666666
23.7;33.27032689977013;1.0;1.0;0.3333333333333333;1.0;1.0;0.11547005383792515;1.0;1.0;0.6
51.7;45.017423232985685;1.0;1.0;1.0;0.0;0.0;0.2335496832484569;0.0;0.0;0.6
15.5;8.464152617640162;1.0;1.0;0.6;0.0;0.0;-0.149071198499986;1.0;1.0;0.7333333333333333
48.0;36.46713488740062;0.0;0.0;0.06666666666666665;0.5;1.0;0.4472135954999579;0.0;0.0;0.4666666666666666
35.5;40.14563645531441;1.0;1.0;0.6;1.0;1.0;0.25819888974716115;0.0;0.0;0.6
45.4;48.0259405731449;0.5;1.0;0.4666666666666666;0.0;0.0;0.18257418583505533;0.0;0.0;0.6
55.1;46.624719046100324;0.0;0.0;0.4666666666666666;0.0;0.0;0.18257418583505533;0.0;0.0;0.4666666666666666
25.3;15.910156714174073;1.0;1.0;0.6;0.0;0.0;0.34641016151377546;1.0;1.0;0.7333333333333333
55.2;40.72961354278665;0.3333333333333333;1.0;0.4666666666666666;0.0;0.0;0.7302967433402213;0.0;0.0;0.2
23.8;30.265945079772862;0.0;0.0;0.3333333333333333;0.0;0.0;0.25819888974716115;0.0;0.0;0.3333333333333333
