Actual;Prediction;Prediction Probability;SHAP Precision;SHAP Recall;LIME Precision;LIME Recall;LINDA Precision;LINDA Recall;ACV Precision;ACV Recall
0;0;0.9624220601390416;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.6;1.0
1;1;0.9414463468222176;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.25;1.0
1;1;0.9422356432955472;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.25;1.0
1;1;0.9356891019719934;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.3333333333333333;1.0
1;1;0.9433033663203236;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.3333333333333333;1.0
1;1;0.9424791740835632;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.16666666666666666;1.0
1;1;0.9425427614579124;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.2;1.0
1;1;0.9398062355376192;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.16666666666666666;1.0
1;1;0.9417814950568884;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.25;1.0
1;1;0.9452967884857753;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.25;1.0
1;1;0.9425521384251568;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.3333333333333333;1.0
1;1;0.9433700813461998;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.2;1.0
1;1;0.9428658039447638;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.16666666666666666;1.0
1;1;0.9461042011202266;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.16666666666666666;1.0
1;1;0.9483018185253984;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.2;1.0
1;1;0.9460076319693752;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.25;1.0
1;1;0.9427222338271304;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.25;1.0
1;1;0.9366944495568426;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.3333333333333333;1.0
1;1;0.9422468142011242;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.2;1.0
1;1;0.9396742664285076;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.2;1.0
1;1;0.9480688662576946;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.14285714285714285;1.0
1;1;0.9479891250228788;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.16666666666666666;1.0
1;1;0.9448624396492694;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.2;1.0
1;1;0.936327975585462;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.2;1.0
1;1;0.9469141842816992;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.16666666666666666;1.0
1;1;0.9330839723946568;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.2;1.0
1;1;0.9423350490570774;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.2;1.0
1;1;0.9403800028592092;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.3333333333333333;1.0
1;1;0.9396623492049015;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.25;1.0
1;1;0.9387899685342321;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.25;1.0
1;1;0.9380010422770756;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.2;1.0
1;1;0.9419738213801612;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.16666666666666666;1.0
1;1;0.9435519763027792;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.25;1.0
1;1;0.942837144685284;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.25;1.0
1;1;0.946759284157378;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.14285714285714285;1.0
1;1;0.9355825000130294;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.2;1.0
1;1;0.9466272249277254;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.2;1.0
1;1;0.9435890696328996;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.2;1.0
1;1;0.9493873272967952;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.16666666666666666;1.0
1;1;0.9420137290328342;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.25;1.0
1;1;0.9362002548446128;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.25;1.0
1;1;0.9490457200514724;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.16666666666666666;1.0
1;1;0.9476509351825294;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.14285714285714285;1.0
1;1;0.9431732674682028;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.3333333333333333;1.0
1;1;0.9443029042803084;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.2;1.0
1;1;0.9403914891404662;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.2;1.0
1;1;0.9409753405351838;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.2;1.0
1;1;0.9435067681625492;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.2;1.0
1;1;0.9433920473527959;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.2;1.0
1;1;0.9458900579420566;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.16666666666666666;1.0
1;1;0.9433831145633942;1.0;1.0;1.0;1.0;0.037037037037037;1.0;0.16666666666666666;1.0
